I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-83468,-158878,-103308,47033,131632,124158,Spoofed
-83467,-158877,-103307,47034,131633,124159,Spoofed
-83466,-158876,-103306,47035,131634,124160,Spoofed
-83465,-158875,-103305,47036,131635,124161,Spoofed
-83464,-158874,-103304,47037,131636,124162,Spoofed
-83463,-158873,-103303,47038,131637,124163,Spoofed
-83462,-158872,-103302,47039,131638,124164,Spoofed
-83461,-158871,-103301,47040,131639,124165,Spoofed
-83460,-158870,-103300,47041,131640,124166,Spoofed
-83459,-158869,-103299,47042,131641,124167,Spoofed
-83458,-158868,-103298,47043,131642,124168,Spoofed
-83457,-158867,-103297,47044,131643,124169,Spoofed
-83456,-158866,-103296,47045,131644,124170,Spoofed
-83455,-158865,-103295,47046,131645,124171,Spoofed
-83454,-158864,-103294,47047,131646,124172,Spoofed
-83453,-158863,-103293,47048,131647,124173,Spoofed
-83452,-158862,-103292,47049,131648,124174,Spoofed
-83451,-158861,-103291,47050,131649,124175,Spoofed
-83450,-158860,-103290,47051,131650,124176,Spoofed
-83449,-158859,-103289,47052,131651,124177,Spoofed
-83448,-158858,-103288,47053,131652,124178,Spoofed
-83447,-158857,-103287,47054,131653,124179,Spoofed
-83446,-158856,-103286,47055,131654,124180,Spoofed
-83445,-158855,-103285,47056,131655,124181,Spoofed
-83444,-158854,-103284,47057,131656,124182,Spoofed
-83443,-158853,-103283,47058,131657,124183,Spoofed
-83442,-158852,-103282,47059,131658,124184,Spoofed
-83441,-158851,-103281,47060,131659,124185,Spoofed
-83440,-158850,-103280,47061,131660,124186,Spoofed
-83439,-158849,-103279,47062,131661,124187,Spoofed
-83438,-158848,-103278,47063,131662,124188,Spoofed
-83437,-158847,-103277,47064,131663,124189,Spoofed
-83436,-158846,-103276,47065,131664,124190,Spoofed
-83435,-158845,-103275,47066,131665,124191,Spoofed
-83434,-158844,-103274,47067,131666,124192,Spoofed
-83433,-158843,-103273,47068,131667,124193,Spoofed
-83432,-158842,-103272,47069,131668,124194,Spoofed
-83431,-158841,-103271,47070,131669,124195,Spoofed
-83430,-158840,-103270,47071,131670,124196,Spoofed
-83429,-158839,-103269,47072,131671,124197,Spoofed
-83428,-158838,-103268,47073,131672,124198,Spoofed
-83427,-158837,-103267,47074,131673,124199,Spoofed
-83426,-158836,-103266,47075,131674,124200,Spoofed
-83425,-158835,-103265,47076,131675,124201,Spoofed
-83424,-158834,-103264,47077,131676,124202,Spoofed
-83423,-158833,-103263,47078,131677,124203,Spoofed
-83422,-158832,-103262,47079,131678,124204,Spoofed
-83421,-158831,-103261,47080,131679,124205,Spoofed
-83420,-158830,-103260,47081,131680,124206,Spoofed
-83419,-158829,-103259,47082,131681,124207,Spoofed
-83418,-158828,-103258,47083,131682,124208,Spoofed
-83417,-158827,-103257,47084,131683,124209,Spoofed
-83416,-158826,-103256,47085,131684,124210,Spoofed
-83415,-158825,-103255,47086,131685,124211,Spoofed
-83414,-158824,-103254,47087,131686,124212,Spoofed
-83413,-158823,-103253,47088,131687,124213,Spoofed
-83412,-158822,-103252,47089,131688,124214,Spoofed
-83411,-158821,-103251,47090,131689,124215,Spoofed
-83410,-158820,-103250,47091,131690,124216,Spoofed
-83409,-158819,-103249,47092,131691,124217,Spoofed
-83408,-158818,-103248,47093,131692,124218,Spoofed
-83407,-158817,-103247,47094,131693,124219,Spoofed
-83406,-158816,-103246,47095,131694,124220,Spoofed
-83405,-158815,-103245,47096,131695,124221,Spoofed
-83404,-158814,-103244,47097,131696,124222,Spoofed
-83403,-158813,-103243,47098,131697,124223,Spoofed
-83402,-158812,-103242,47099,131698,124224,Spoofed
-83401,-158811,-103241,47100,131699,124225,Spoofed
-83400,-158810,-103240,47101,131700,124226,Spoofed
-83399,-158809,-103239,47102,131701,124227,Spoofed
-83398,-158808,-103238,47103,131702,124228,Spoofed
-83397,-158807,-103237,47104,131703,124229,Spoofed
-83396,-158806,-103236,47105,131704,124230,Spoofed
-83395,-158805,-103235,47106,131705,124231,Spoofed
-83394,-158804,-103234,47107,131706,124232,Spoofed
-83393,-158803,-103233,47108,131707,124233,Spoofed
-83392,-158802,-103232,47109,131708,124234,Spoofed
-83391,-158801,-103231,47110,131709,124235,Spoofed
-83390,-158800,-103230,47111,131710,124236,Spoofed
-83389,-158799,-103229,47112,131711,124237,Spoofed
-83388,-158798,-103228,47113,131712,124238,Spoofed
-83387,-158797,-103227,47114,131713,124239,Spoofed
-83386,-158796,-103226,47115,131714,124240,Spoofed
-83385,-158795,-103225,47116,131715,124241,Spoofed
-83384,-158794,-103224,47117,131716,124242,Spoofed
-83383,-158793,-103223,47118,131717,124243,Spoofed
-83382,-158792,-103222,47119,131718,124244,Spoofed
-83381,-158791,-103221,47120,131719,124245,Spoofed
-83380,-158790,-103220,47121,131720,124246,Spoofed
-83379,-158789,-103219,47122,131721,124247,Spoofed
-83378,-158788,-103218,47123,131722,124248,Spoofed
-83377,-158787,-103217,47124,131723,124249,Spoofed
-83376,-158786,-103216,47125,131724,124250,Spoofed
-83375,-158785,-103215,47126,131725,124251,Spoofed
-83374,-158784,-103214,47127,131726,124252,Spoofed
-83373,-158783,-103213,47128,131727,124253,Spoofed
-83372,-158782,-103212,47129,131728,124254,Spoofed
-83371,-158781,-103211,47130,131729,124255,Spoofed
-83370,-158780,-103210,47131,131730,124256,Spoofed
-83369,-158779,-103209,47132,131731,124257,Spoofed
-83368,-158778,-103208,47133,131732,124258,Spoofed
-83367,-158777,-103207,47134,131733,124259,Spoofed
-83366,-158776,-103206,47135,131734,124260,Spoofed
-83365,-158775,-103205,47136,131735,124261,Spoofed
-83364,-158774,-103204,47137,131736,124262,Spoofed
-83363,-158773,-103203,47138,131737,124263,Spoofed
-83362,-158772,-103202,47139,131738,124264,Spoofed
-83361,-158771,-103201,47140,131739,124265,Spoofed
-83360,-158770,-103200,47141,131740,124266,Spoofed
-83359,-158769,-103199,47142,131741,124267,Spoofed
-83358,-158768,-103198,47143,131742,124268,Spoofed
-83357,-158767,-103197,47144,131743,124269,Spoofed
-83356,-158766,-103196,47145,131744,124270,Spoofed
-83355,-158765,-103195,47146,131745,124271,Spoofed
-83354,-158764,-103194,47147,131746,124272,Spoofed
-83353,-158763,-103193,47148,131747,124273,Spoofed
-83352,-158762,-103192,47149,131748,124274,Spoofed
-83351,-158761,-103191,47150,131749,124275,Spoofed
-83350,-158760,-103190,47151,131750,124276,Spoofed
-83349,-158759,-103189,47152,131751,124277,Spoofed
-83348,-158758,-103188,47153,131752,124278,Spoofed
-83347,-158757,-103187,47154,131753,124279,Spoofed
-83346,-158756,-103186,47155,131754,124280,Spoofed
-83345,-158755,-103185,47156,131755,124281,Spoofed
-83344,-158754,-103184,47157,131756,124282,Spoofed
-83343,-158753,-103183,47158,131757,124283,Spoofed
-83342,-158752,-103182,47159,131758,124284,Spoofed
-83341,-158751,-103181,47160,131759,124285,Spoofed
-83340,-158750,-103180,47161,131760,124286,Spoofed
-83339,-158749,-103179,47162,131761,124287,Spoofed
-83338,-158748,-103178,47163,131762,124288,Spoofed
-83337,-158747,-103177,47164,131763,124289,Spoofed
-83336,-158746,-103176,47165,131764,124290,Spoofed
-83335,-158745,-103175,47166,131765,124291,Spoofed
-83334,-158744,-103174,47167,131766,124292,Spoofed
-83333,-158743,-103173,47168,131767,124293,Spoofed
-83332,-158742,-103172,47169,131768,124294,Spoofed
-83331,-158741,-103171,47170,131769,124295,Spoofed
-83330,-158740,-103170,47171,131770,124296,Spoofed
-83329,-158739,-103169,47172,131771,124297,Spoofed
-83328,-158738,-103168,47173,131772,124298,Spoofed
-83327,-158737,-103167,47174,131773,124299,Spoofed
-83326,-158736,-103166,47175,131774,124300,Spoofed
-83325,-158735,-103165,47176,131775,124301,Spoofed
-83324,-158734,-103164,47177,131776,124302,Spoofed
-83323,-158733,-103163,47178,131777,124303,Spoofed
-83322,-158732,-103162,47179,131778,124304,Spoofed
-83321,-158731,-103161,47180,131779,124305,Spoofed
-83320,-158730,-103160,47181,131780,124306,Spoofed
-83319,-158729,-103159,47182,131781,124307,Spoofed
-83318,-158728,-103158,47183,131782,124308,Spoofed
-83317,-158727,-103157,47184,131783,124309,Spoofed
-83316,-158726,-103156,47185,131784,124310,Spoofed
-83315,-158725,-103155,47186,131785,124311,Spoofed
-83314,-158724,-103154,47187,131786,124312,Spoofed
-83313,-158723,-103153,47188,131787,124313,Spoofed
-83312,-158722,-103152,47189,131788,124314,Spoofed
-83311,-158721,-103151,47190,131789,124315,Spoofed
-83310,-158720,-103150,47191,131790,124316,Spoofed
-83309,-158719,-103149,47192,131791,124317,Spoofed
-83308,-158718,-103148,47193,131792,124318,Spoofed
-83307,-158717,-103147,47194,131793,124319,Spoofed
-83306,-158716,-103146,47195,131794,124320,Spoofed
-83305,-158715,-103145,47196,131795,124321,Spoofed
-83304,-158714,-103144,47197,131796,124322,Spoofed
-83303,-158713,-103143,47198,131797,124323,Spoofed
-83302,-158712,-103142,47199,131798,124324,Spoofed
-83301,-158711,-103141,47200,131799,124325,Spoofed
-83300,-158710,-103140,47201,131800,124326,Spoofed
-83299,-158709,-103139,47202,131801,124327,Spoofed
-83298,-158708,-103138,47203,131802,124328,Spoofed
-83297,-158707,-103137,47204,131803,124329,Spoofed
-83296,-158706,-103136,47205,131804,124330,Spoofed
-83295,-158705,-103135,47206,131805,124331,Spoofed
-83294,-158704,-103134,47207,131806,124332,Spoofed
-83293,-158703,-103133,47208,131807,124333,Spoofed
-83292,-158702,-103132,47209,131808,124334,Spoofed
-83291,-158701,-103131,47210,131809,124335,Spoofed
-83290,-158700,-103130,47211,131810,124336,Spoofed
-83289,-158699,-103129,47212,131811,124337,Spoofed
-83288,-158698,-103128,47213,131812,124338,Spoofed
-83287,-158697,-103127,47214,131813,124339,Spoofed
-83286,-158696,-103126,47215,131814,124340,Spoofed
-83285,-158695,-103125,47216,131815,124341,Spoofed
-83284,-158694,-103124,47217,131816,124342,Spoofed
-83283,-158693,-103123,47218,131817,124343,Spoofed
-83282,-158692,-103122,47219,131818,124344,Spoofed
-83281,-158691,-103121,47220,131819,124345,Spoofed
-83280,-158690,-103120,47221,131820,124346,Spoofed
-83279,-158689,-103119,47222,131821,124347,Spoofed
-83278,-158688,-103118,47223,131822,124348,Spoofed
-83277,-158687,-103117,47224,131823,124349,Spoofed
-83276,-158686,-103116,47225,131824,124350,Spoofed
-83275,-158685,-103115,47226,131825,124351,Spoofed
-83274,-158684,-103114,47227,131826,124352,Spoofed
-83273,-158683,-103113,47228,131827,124353,Spoofed
-83272,-158682,-103112,47229,131828,124354,Spoofed
-83271,-158681,-103111,47230,131829,124355,Spoofed
-83270,-158680,-103110,47231,131830,124356,Spoofed
-83269,-158679,-103109,47232,131831,124357,Spoofed
-83268,-158678,-103108,47233,131832,124358,Spoofed
-83267,-158677,-103107,47234,131833,124359,Spoofed
-83266,-158676,-103106,47235,131834,124360,Spoofed
-83265,-158675,-103105,47236,131835,124361,Spoofed
-83264,-158674,-103104,47237,131836,124362,Spoofed
-83263,-158673,-103103,47238,131837,124363,Spoofed
-83262,-158672,-103102,47239,131838,124364,Spoofed
-83261,-158671,-103101,47240,131839,124365,Spoofed
-83260,-158670,-103100,47241,131840,124366,Spoofed
-83259,-158669,-103099,47242,131841,124367,Spoofed
-83258,-158668,-103098,47243,131842,124368,Spoofed
-83257,-158667,-103097,47244,131843,124369,Spoofed
-83256,-158666,-103096,47245,131844,124370,Spoofed
-83255,-158665,-103095,47246,131845,124371,Spoofed
-83254,-158664,-103094,47247,131846,124372,Spoofed
-83253,-158663,-103093,47248,131847,124373,Spoofed
-83252,-158662,-103092,47249,131848,124374,Spoofed
-83251,-158661,-103091,47250,131849,124375,Spoofed
-83250,-158660,-103090,47251,131850,124376,Spoofed
-83249,-158659,-103089,47252,131851,124377,Spoofed
-83248,-158658,-103088,47253,131852,124378,Spoofed
-83247,-158657,-103087,47254,131853,124379,Spoofed
-83246,-158656,-103086,47255,131854,124380,Spoofed
-83245,-158655,-103085,47256,131855,124381,Spoofed
-83244,-158654,-103084,47257,131856,124382,Spoofed
-83243,-158653,-103083,47258,131857,124383,Spoofed
-83242,-158652,-103082,47259,131858,124384,Spoofed
-83241,-158651,-103081,47260,131859,124385,Spoofed
-83240,-158650,-103080,47261,131860,124386,Spoofed
-83239,-158649,-103079,47262,131861,124387,Spoofed
-83238,-158648,-103078,47263,131862,124388,Spoofed
-83237,-158647,-103077,47264,131863,124389,Spoofed
-83236,-158646,-103076,47265,131864,124390,Spoofed
-83235,-158645,-103075,47266,131865,124391,Spoofed
-83234,-158644,-103074,47267,131866,124392,Spoofed
-83233,-158643,-103073,47268,131867,124393,Spoofed
-83232,-158642,-103072,47269,131868,124394,Spoofed
-83231,-158641,-103071,47270,131869,124395,Spoofed
-83230,-158640,-103070,47271,131870,124396,Spoofed
-83229,-158639,-103069,47272,131871,124397,Spoofed
-83228,-158638,-103068,47273,131872,124398,Spoofed
-83227,-158637,-103067,47274,131873,124399,Spoofed
-83226,-158636,-103066,47275,131874,124400,Spoofed
-83225,-158635,-103065,47276,131875,124401,Spoofed
-83224,-158634,-103064,47277,131876,124402,Spoofed
-83223,-158633,-103063,47278,131877,124403,Spoofed
-83222,-158632,-103062,47279,131878,124404,Spoofed
-83221,-158631,-103061,47280,131879,124405,Spoofed
-83220,-158630,-103060,47281,131880,124406,Spoofed
-83219,-158629,-103059,47282,131881,124407,Spoofed
-83218,-158628,-103058,47283,131882,124408,Spoofed
-83217,-158627,-103057,47284,131883,124409,Spoofed
-83216,-158626,-103056,47285,131884,124410,Spoofed
-83215,-158625,-103055,47286,131885,124411,Spoofed
-83214,-158624,-103054,47287,131886,124412,Spoofed
-83213,-158623,-103053,47288,131887,124413,Spoofed
-83212,-158622,-103052,47289,131888,124414,Spoofed
-83211,-158621,-103051,47290,131889,124415,Spoofed
-83210,-158620,-103050,47291,131890,124416,Spoofed
-83209,-158619,-103049,47292,131891,124417,Spoofed
-83208,-158618,-103048,47293,131892,124418,Spoofed
-83207,-158617,-103047,47294,131893,124419,Spoofed
-83206,-158616,-103046,47295,131894,124420,Spoofed
-83205,-158615,-103045,47296,131895,124421,Spoofed
-83204,-158614,-103044,47297,131896,124422,Spoofed
-83203,-158613,-103043,47298,131897,124423,Spoofed
-83202,-158612,-103042,47299,131898,124424,Spoofed
-83201,-158611,-103041,47300,131899,124425,Spoofed
-83200,-158610,-103040,47301,131900,124426,Spoofed
-83199,-158609,-103039,47302,131901,124427,Spoofed
-83198,-158608,-103038,47303,131902,124428,Spoofed
-83197,-158607,-103037,47304,131903,124429,Spoofed
-83196,-158606,-103036,47305,131904,124430,Spoofed
-83195,-158605,-103035,47306,131905,124431,Spoofed
-83194,-158604,-103034,47307,131906,124432,Spoofed
-83193,-158603,-103033,47308,131907,124433,Spoofed
-83192,-158602,-103032,47309,131908,124434,Spoofed
-83191,-158601,-103031,47310,131909,124435,Spoofed
-83190,-158600,-103030,47311,131910,124436,Spoofed
-83189,-158599,-103029,47312,131911,124437,Spoofed
-83188,-158598,-103028,47313,131912,124438,Spoofed
-83187,-158597,-103027,47314,131913,124439,Spoofed
-83186,-158596,-103026,47315,131914,124440,Spoofed
-83185,-158595,-103025,47316,131915,124441,Spoofed
-83184,-158594,-103024,47317,131916,124442,Spoofed
-83183,-158593,-103023,47318,131917,124443,Spoofed
-83182,-158592,-103022,47319,131918,124444,Spoofed
-83181,-158591,-103021,47320,131919,124445,Spoofed
-83180,-158590,-103020,47321,131920,124446,Spoofed
-83179,-158589,-103019,47322,131921,124447,Spoofed
-83178,-158588,-103018,47323,131922,124448,Spoofed
-83177,-158587,-103017,47324,131923,124449,Spoofed
-83176,-158586,-103016,47325,131924,124450,Spoofed
-83175,-158585,-103015,47326,131925,124451,Spoofed
-83174,-158584,-103014,47327,131926,124452,Spoofed
-83173,-158583,-103013,47328,131927,124453,Spoofed
-83172,-158582,-103012,47329,131928,124454,Spoofed
-83171,-158581,-103011,47330,131929,124455,Spoofed
-83170,-158580,-103010,47331,131930,124456,Spoofed
-83169,-158579,-103009,47332,131931,124457,Spoofed
-83168,-158578,-103008,47333,131932,124458,Spoofed
-83167,-158577,-103007,47334,131933,124459,Spoofed
-83166,-158576,-103006,47335,131934,124460,Spoofed
-83165,-158575,-103005,47336,131935,124461,Spoofed
-83164,-158574,-103004,47337,131936,124462,Spoofed
-83163,-158573,-103003,47338,131937,124463,Spoofed
-83162,-158572,-103002,47339,131938,124464,Spoofed
-83161,-158571,-103001,47340,131939,124465,Spoofed
-83160,-158570,-103000,47341,131940,124466,Spoofed
-83159,-158569,-102999,47342,131941,124467,Spoofed
-83158,-158568,-102998,47343,131942,124468,Spoofed
-83157,-158567,-102997,47344,131943,124469,Spoofed
-83156,-158566,-102996,47345,131944,124470,Spoofed
-83155,-158565,-102995,47346,131945,124471,Spoofed
-83154,-158564,-102994,47347,131946,124472,Spoofed
-83153,-158563,-102993,47348,131947,124473,Spoofed
-83152,-158562,-102992,47349,131948,124474,Spoofed
-83151,-158561,-102991,47350,131949,124475,Spoofed
-83150,-158560,-102990,47351,131950,124476,Spoofed
-83149,-158559,-102989,47352,131951,124477,Spoofed
-83148,-158558,-102988,47353,131952,124478,Spoofed
-83147,-158557,-102987,47354,131953,124479,Spoofed
-83146,-158556,-102986,47355,131954,124480,Spoofed
-83145,-158555,-102985,47356,131955,124481,Spoofed
-83144,-158554,-102984,47357,131956,124482,Spoofed
-83143,-158553,-102983,47358,131957,124483,Spoofed
-83142,-158552,-102982,47359,131958,124484,Spoofed
-83141,-158551,-102981,47360,131959,124485,Spoofed
-83140,-158550,-102980,47361,131960,124486,Spoofed
-83139,-158549,-102979,47362,131961,124487,Spoofed
-83138,-158548,-102978,47363,131962,124488,Spoofed
-83137,-158547,-102977,47364,131963,124489,Spoofed
-83136,-158546,-102976,47365,131964,124490,Spoofed
-83135,-158545,-102975,47366,131965,124491,Spoofed
-83134,-158544,-102974,47367,131966,124492,Spoofed
-83133,-158543,-102973,47368,131967,124493,Spoofed
-83132,-158542,-102972,47369,131968,124494,Spoofed
-83131,-158541,-102971,47370,131969,124495,Spoofed
-83130,-158540,-102970,47371,131970,124496,Spoofed
-83129,-158539,-102969,47372,131971,124497,Spoofed
-83128,-158538,-102968,47373,131972,124498,Spoofed
-83127,-158537,-102967,47374,131973,124499,Spoofed
-83126,-158536,-102966,47375,131974,124500,Spoofed
-83125,-158535,-102965,47376,131975,124501,Spoofed
-83124,-158534,-102964,47377,131976,124502,Spoofed
-83123,-158533,-102963,47378,131977,124503,Spoofed
-83122,-158532,-102962,47379,131978,124504,Spoofed
-83121,-158531,-102961,47380,131979,124505,Spoofed
-83120,-158530,-102960,47381,131980,124506,Spoofed
-83119,-158529,-102959,47382,131981,124507,Spoofed
-83118,-158528,-102958,47383,131982,124508,Spoofed
-83117,-158527,-102957,47384,131983,124509,Spoofed
-83116,-158526,-102956,47385,131984,124510,Spoofed
-83115,-158525,-102955,47386,131985,124511,Spoofed
-83114,-158524,-102954,47387,131986,124512,Spoofed
-83113,-158523,-102953,47388,131987,124513,Spoofed
-83112,-158522,-102952,47389,131988,124514,Spoofed
-83111,-158521,-102951,47390,131989,124515,Spoofed
-83110,-158520,-102950,47391,131990,124516,Spoofed
-83109,-158519,-102949,47392,131991,124517,Spoofed
-83108,-158518,-102948,47393,131992,124518,Spoofed
-83107,-158517,-102947,47394,131993,124519,Spoofed
-83106,-158516,-102946,47395,131994,124520,Spoofed
-83105,-158515,-102945,47396,131995,124521,Spoofed
-83104,-158514,-102944,47397,131996,124522,Spoofed
-83103,-158513,-102943,47398,131997,124523,Spoofed
-83102,-158512,-102942,47399,131998,124524,Spoofed
-83101,-158511,-102941,47400,131999,124525,Spoofed
-83100,-158510,-102940,47401,132000,124526,Spoofed
-83099,-158509,-102939,47402,132001,124527,Spoofed
-83098,-158508,-102938,47403,132002,124528,Spoofed
-83097,-158507,-102937,47404,132003,124529,Spoofed
-83096,-158506,-102936,47405,132004,124530,Spoofed
-83095,-158505,-102935,47406,132005,124531,Spoofed
-83094,-158504,-102934,47407,132006,124532,Spoofed
-83093,-158503,-102933,47408,132007,124533,Spoofed
-83092,-158502,-102932,47409,132008,124534,Spoofed
-83091,-158501,-102931,47410,132009,124535,Spoofed
-83090,-158500,-102930,47411,132010,124536,Spoofed
-83089,-158499,-102929,47412,132011,124537,Spoofed
-83088,-158498,-102928,47413,132012,124538,Spoofed
-83087,-158497,-102927,47414,132013,124539,Spoofed
-83086,-158496,-102926,47415,132014,124540,Spoofed
-83085,-158495,-102925,47416,132015,124541,Spoofed
-83084,-158494,-102924,47417,132016,124542,Spoofed
-83083,-158493,-102923,47418,132017,124543,Spoofed
-83082,-158492,-102922,47419,132018,124544,Spoofed
-83081,-158491,-102921,47420,132019,124545,Spoofed
-83080,-158490,-102920,47421,132020,124546,Spoofed
-83079,-158489,-102919,47422,132021,124547,Spoofed
-83078,-158488,-102918,47423,132022,124548,Spoofed
-83077,-158487,-102917,47424,132023,124549,Spoofed
-83076,-158486,-102916,47425,132024,124550,Spoofed
-83075,-158485,-102915,47426,132025,124551,Spoofed
-83074,-158484,-102914,47427,132026,124552,Spoofed
-83073,-158483,-102913,47428,132027,124553,Spoofed
-83072,-158482,-102912,47429,132028,124554,Spoofed
-83071,-158481,-102911,47430,132029,124555,Spoofed
-83070,-158480,-102910,47431,132030,124556,Spoofed
-83069,-158479,-102909,47432,132031,124557,Spoofed
-83068,-158478,-102908,47433,132032,124558,Spoofed
-83067,-158477,-102907,47434,132033,124559,Spoofed
-83066,-158476,-102906,47435,132034,124560,Spoofed
-83065,-158475,-102905,47436,132035,124561,Spoofed
-83064,-158474,-102904,47437,132036,124562,Spoofed
-83063,-158473,-102903,47438,132037,124563,Spoofed
-83062,-158472,-102902,47439,132038,124564,Spoofed
-83061,-158471,-102901,47440,132039,124565,Spoofed
-83060,-158470,-102900,47441,132040,124566,Spoofed
-83059,-158469,-102899,47442,132041,124567,Spoofed
-83058,-158468,-102898,47443,132042,124568,Spoofed
-83057,-158467,-102897,47444,132043,124569,Spoofed
-83056,-158466,-102896,47445,132044,124570,Spoofed
-83055,-158465,-102895,47446,132045,124571,Spoofed
-83054,-158464,-102894,47447,132046,124572,Spoofed
-83053,-158463,-102893,47448,132047,124573,Spoofed
-83052,-158462,-102892,47449,132048,124574,Spoofed
-83051,-158461,-102891,47450,132049,124575,Spoofed
-83050,-158460,-102890,47451,132050,124576,Spoofed
-83049,-158459,-102889,47452,132051,124577,Spoofed
-83048,-158458,-102888,47453,132052,124578,Spoofed
-83047,-158457,-102887,47454,132053,124579,Spoofed
-83046,-158456,-102886,47455,132054,124580,Spoofed
-83045,-158455,-102885,47456,132055,124581,Spoofed
-83044,-158454,-102884,47457,132056,124582,Spoofed
-83043,-158453,-102883,47458,132057,124583,Spoofed
-83042,-158452,-102882,47459,132058,124584,Spoofed
-83041,-158451,-102881,47460,132059,124585,Spoofed
-83040,-158450,-102880,47461,132060,124586,Spoofed
-83039,-158449,-102879,47462,132061,124587,Spoofed
-83038,-158448,-102878,47463,132062,124588,Spoofed
-83037,-158447,-102877,47464,132063,124589,Spoofed
-83036,-158446,-102876,47465,132064,124590,Spoofed
-83035,-158445,-102875,47466,132065,124591,Spoofed
-83034,-158444,-102874,47467,132066,124592,Spoofed
-83033,-158443,-102873,47468,132067,124593,Spoofed
-83032,-158442,-102872,47469,132068,124594,Spoofed
-83031,-158441,-102871,47470,132069,124595,Spoofed
-83030,-158440,-102870,47471,132070,124596,Spoofed
-83029,-158439,-102869,47472,132071,124597,Spoofed
-83028,-158438,-102868,47473,132072,124598,Spoofed
-83027,-158437,-102867,47474,132073,124599,Spoofed
-83026,-158436,-102866,47475,132074,124600,Spoofed
-83025,-158435,-102865,47476,132075,124601,Spoofed
-83024,-158434,-102864,47477,132076,124602,Spoofed
-83023,-158433,-102863,47478,132077,124603,Spoofed
-83022,-158432,-102862,47479,132078,124604,Spoofed
-83021,-158431,-102861,47480,132079,124605,Spoofed
-83020,-158430,-102860,47481,132080,124606,Spoofed
-83019,-158429,-102859,47482,132081,124607,Spoofed
-83018,-158428,-102858,47483,132082,124608,Spoofed
-83017,-158427,-102857,47484,132083,124609,Spoofed
-83016,-158426,-102856,47485,132084,124610,Spoofed
-83015,-158425,-102855,47486,132085,124611,Spoofed
-83014,-158424,-102854,47487,132086,124612,Spoofed
-83013,-158423,-102853,47488,132087,124613,Spoofed
-83012,-158422,-102852,47489,132088,124614,Spoofed
-83011,-158421,-102851,47490,132089,124615,Spoofed
-83010,-158420,-102850,47491,132090,124616,Spoofed
-83009,-158419,-102849,47492,132091,124617,Spoofed
-83008,-158418,-102848,47493,132092,124618,Spoofed
-83007,-158417,-102847,47494,132093,124619,Spoofed
-83006,-158416,-102846,47495,132094,124620,Spoofed
-83005,-158415,-102845,47496,132095,124621,Spoofed
-83004,-158414,-102844,47497,132096,124622,Spoofed
-83003,-158413,-102843,47498,132097,124623,Spoofed
-83002,-158412,-102842,47499,132098,124624,Spoofed
-83001,-158411,-102841,47500,132099,124625,Spoofed
-83000,-158410,-102840,47501,132100,124626,Spoofed
-82999,-158409,-102839,47502,132101,124627,Spoofed
-82998,-158408,-102838,47503,132102,124628,Spoofed
-82997,-158407,-102837,47504,132103,124629,Spoofed
-82996,-158406,-102836,47505,132104,124630,Spoofed
-82995,-158405,-102835,47506,132105,124631,Spoofed
-82994,-158404,-102834,47507,132106,124632,Spoofed
-82993,-158403,-102833,47508,132107,124633,Spoofed
-82992,-158402,-102832,47509,132108,124634,Spoofed
-82991,-158401,-102831,47510,132109,124635,Spoofed
-82990,-158400,-102830,47511,132110,124636,Spoofed
-82989,-158399,-102829,47512,132111,124637,Spoofed
-82988,-158398,-102828,47513,132112,124638,Spoofed
-82987,-158397,-102827,47514,132113,124639,Spoofed
-82986,-158396,-102826,47515,132114,124640,Spoofed
-82985,-158395,-102825,47516,132115,124641,Spoofed
-82984,-158394,-102824,47517,132116,124642,Spoofed
-82983,-158393,-102823,47518,132117,124643,Spoofed
-82982,-158392,-102822,47519,132118,124644,Spoofed
-82981,-158391,-102821,47520,132119,124645,Spoofed
-82980,-158390,-102820,47521,132120,124646,Spoofed
-82979,-158389,-102819,47522,132121,124647,Spoofed
-82978,-158388,-102818,47523,132122,124648,Spoofed
-82977,-158387,-102817,47524,132123,124649,Spoofed
-82976,-158386,-102816,47525,132124,124650,Spoofed
-82975,-158385,-102815,47526,132125,124651,Spoofed
-82974,-158384,-102814,47527,132126,124652,Spoofed
-82973,-158383,-102813,47528,132127,124653,Spoofed
-82972,-158382,-102812,47529,132128,124654,Spoofed
-82971,-158381,-102811,47530,132129,124655,Spoofed
-82970,-158380,-102810,47531,132130,124656,Spoofed
-82969,-158379,-102809,47532,132131,124657,Spoofed
-82968,-158378,-102808,47533,132132,124658,Spoofed
-82967,-158377,-102807,47534,132133,124659,Spoofed
-82966,-158376,-102806,47535,132134,124660,Spoofed
-82965,-158375,-102805,47536,132135,124661,Spoofed
-82964,-158374,-102804,47537,132136,124662,Spoofed
-82963,-158373,-102803,47538,132137,124663,Spoofed
-82962,-158372,-102802,47539,132138,124664,Spoofed
-82961,-158371,-102801,47540,132139,124665,Spoofed
-82960,-158370,-102800,47541,132140,124666,Spoofed
-82959,-158369,-102799,47542,132141,124667,Spoofed
-82958,-158368,-102798,47543,132142,124668,Spoofed
-82957,-158367,-102797,47544,132143,124669,Spoofed
-82956,-158366,-102796,47545,132144,124670,Spoofed
-82955,-158365,-102795,47546,132145,124671,Spoofed
-82954,-158364,-102794,47547,132146,124672,Spoofed
-82953,-158363,-102793,47548,132147,124673,Spoofed
-82952,-158362,-102792,47549,132148,124674,Spoofed
