I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-74803,-144965,-132285,-256765,-33186,190955,Spoofed
-74802,-144964,-132284,-256764,-33185,190956,Spoofed
-74801,-144963,-132283,-256763,-33184,190957,Spoofed
-74800,-144962,-132282,-256762,-33183,190958,Spoofed
-74799,-144961,-132281,-256761,-33182,190959,Spoofed
-74798,-144960,-132280,-256760,-33181,190960,Spoofed
-74797,-144959,-132279,-256759,-33180,190961,Spoofed
-74796,-144958,-132278,-256758,-33179,190962,Spoofed
-74795,-144957,-132277,-256757,-33178,190963,Spoofed
-74794,-144956,-132276,-256756,-33177,190964,Spoofed
-74793,-144955,-132275,-256755,-33176,190965,Spoofed
-74792,-144954,-132274,-256754,-33175,190966,Spoofed
-74791,-144953,-132273,-256753,-33174,190967,Spoofed
-74790,-144952,-132272,-256752,-33173,190968,Spoofed
-74789,-144951,-132271,-256751,-33172,190969,Spoofed
-74788,-144950,-132270,-256750,-33171,190970,Spoofed
-74787,-144949,-132269,-256749,-33170,190971,Spoofed
-74786,-144948,-132268,-256748,-33169,190972,Spoofed
-74785,-144947,-132267,-256747,-33168,190973,Spoofed
-74784,-144946,-132266,-256746,-33167,190974,Spoofed
-74783,-144945,-132265,-256745,-33166,190975,Spoofed
-74782,-144944,-132264,-256744,-33165,190976,Spoofed
-74781,-144943,-132263,-256743,-33164,190977,Spoofed
-74780,-144942,-132262,-256742,-33163,190978,Spoofed
-74779,-144941,-132261,-256741,-33162,190979,Spoofed
-74778,-144940,-132260,-256740,-33161,190980,Spoofed
-74777,-144939,-132259,-256739,-33160,190981,Spoofed
-74776,-144938,-132258,-256738,-33159,190982,Spoofed
-74775,-144937,-132257,-256737,-33158,190983,Spoofed
-74774,-144936,-132256,-256736,-33157,190984,Spoofed
-74773,-144935,-132255,-256735,-33156,190985,Spoofed
-74772,-144934,-132254,-256734,-33155,190986,Spoofed
-74771,-144933,-132253,-256733,-33154,190987,Spoofed
-74770,-144932,-132252,-256732,-33153,190988,Spoofed
-74769,-144931,-132251,-256731,-33152,190989,Spoofed
-74768,-144930,-132250,-256730,-33151,190990,Spoofed
-74767,-144929,-132249,-256729,-33150,190991,Spoofed
-74766,-144928,-132248,-256728,-33149,190992,Spoofed
-74765,-144927,-132247,-256727,-33148,190993,Spoofed
-74764,-144926,-132246,-256726,-33147,190994,Spoofed
-74763,-144925,-132245,-256725,-33146,190995,Spoofed
-74762,-144924,-132244,-256724,-33145,190996,Spoofed
-74761,-144923,-132243,-256723,-33144,190997,Spoofed
-74760,-144922,-132242,-256722,-33143,190998,Spoofed
-74759,-144921,-132241,-256721,-33142,190999,Spoofed
-74758,-144920,-132240,-256720,-33141,191000,Spoofed
-74757,-144919,-132239,-256719,-33140,191001,Spoofed
-74756,-144918,-132238,-256718,-33139,191002,Spoofed
-74755,-144917,-132237,-256717,-33138,191003,Spoofed
-74754,-144916,-132236,-256716,-33137,191004,Spoofed
-74753,-144915,-132235,-256715,-33136,191005,Spoofed
-74752,-144914,-132234,-256714,-33135,191006,Spoofed
-74751,-144913,-132233,-256713,-33134,191007,Spoofed
-74750,-144912,-132232,-256712,-33133,191008,Spoofed
-74749,-144911,-132231,-256711,-33132,191009,Spoofed
-74748,-144910,-132230,-256710,-33131,191010,Spoofed
-74747,-144909,-132229,-256709,-33130,191011,Spoofed
-74746,-144908,-132228,-256708,-33129,191012,Spoofed
-74745,-144907,-132227,-256707,-33128,191013,Spoofed
-74744,-144906,-132226,-256706,-33127,191014,Spoofed
-74743,-144905,-132225,-256705,-33126,191015,Spoofed
-74742,-144904,-132224,-256704,-33125,191016,Spoofed
-74741,-144903,-132223,-256703,-33124,191017,Spoofed
-74740,-144902,-132222,-256702,-33123,191018,Spoofed
-74739,-144901,-132221,-256701,-33122,191019,Spoofed
-74738,-144900,-132220,-256700,-33121,191020,Spoofed
-74737,-144899,-132219,-256699,-33120,191021,Spoofed
-74736,-144898,-132218,-256698,-33119,191022,Spoofed
-74735,-144897,-132217,-256697,-33118,191023,Spoofed
-74734,-144896,-132216,-256696,-33117,191024,Spoofed
-74733,-144895,-132215,-256695,-33116,191025,Spoofed
-74732,-144894,-132214,-256694,-33115,191026,Spoofed
-74731,-144893,-132213,-256693,-33114,191027,Spoofed
-74730,-144892,-132212,-256692,-33113,191028,Spoofed
-74729,-144891,-132211,-256691,-33112,191029,Spoofed
-74728,-144890,-132210,-256690,-33111,191030,Spoofed
-74727,-144889,-132209,-256689,-33110,191031,Spoofed
-74726,-144888,-132208,-256688,-33109,191032,Spoofed
-74725,-144887,-132207,-256687,-33108,191033,Spoofed
-74724,-144886,-132206,-256686,-33107,191034,Spoofed
-74723,-144885,-132205,-256685,-33106,191035,Spoofed
-74722,-144884,-132204,-256684,-33105,191036,Spoofed
-74721,-144883,-132203,-256683,-33104,191037,Spoofed
-74720,-144882,-132202,-256682,-33103,191038,Spoofed
-74719,-144881,-132201,-256681,-33102,191039,Spoofed
-74718,-144880,-132200,-256680,-33101,191040,Spoofed
-74717,-144879,-132199,-256679,-33100,191041,Spoofed
-74716,-144878,-132198,-256678,-33099,191042,Spoofed
-74715,-144877,-132197,-256677,-33098,191043,Spoofed
-74714,-144876,-132196,-256676,-33097,191044,Spoofed
-74713,-144875,-132195,-256675,-33096,191045,Spoofed
-74712,-144874,-132194,-256674,-33095,191046,Spoofed
-74711,-144873,-132193,-256673,-33094,191047,Spoofed
-74710,-144872,-132192,-256672,-33093,191048,Spoofed
-74709,-144871,-132191,-256671,-33092,191049,Spoofed
-74708,-144870,-132190,-256670,-33091,191050,Spoofed
-74707,-144869,-132189,-256669,-33090,191051,Spoofed
-74706,-144868,-132188,-256668,-33089,191052,Spoofed
-74705,-144867,-132187,-256667,-33088,191053,Spoofed
-74704,-144866,-132186,-256666,-33087,191054,Spoofed
-74703,-144865,-132185,-256665,-33086,191055,Spoofed
-74702,-144864,-132184,-256664,-33085,191056,Spoofed
-74701,-144863,-132183,-256663,-33084,191057,Spoofed
-74700,-144862,-132182,-256662,-33083,191058,Spoofed
-74699,-144861,-132181,-256661,-33082,191059,Spoofed
-74698,-144860,-132180,-256660,-33081,191060,Spoofed
-74697,-144859,-132179,-256659,-33080,191061,Spoofed
-74696,-144858,-132178,-256658,-33079,191062,Spoofed
-74695,-144857,-132177,-256657,-33078,191063,Spoofed
-74694,-144856,-132176,-256656,-33077,191064,Spoofed
-74693,-144855,-132175,-256655,-33076,191065,Spoofed
-74692,-144854,-132174,-256654,-33075,191066,Spoofed
-74691,-144853,-132173,-256653,-33074,191067,Spoofed
-74690,-144852,-132172,-256652,-33073,191068,Spoofed
-74689,-144851,-132171,-256651,-33072,191069,Spoofed
-74688,-144850,-132170,-256650,-33071,191070,Spoofed
-74687,-144849,-132169,-256649,-33070,191071,Spoofed
-74686,-144848,-132168,-256648,-33069,191072,Spoofed
-74685,-144847,-132167,-256647,-33068,191073,Spoofed
-74684,-144846,-132166,-256646,-33067,191074,Spoofed
-74683,-144845,-132165,-256645,-33066,191075,Spoofed
-74682,-144844,-132164,-256644,-33065,191076,Spoofed
-74681,-144843,-132163,-256643,-33064,191077,Spoofed
-74680,-144842,-132162,-256642,-33063,191078,Spoofed
-74679,-144841,-132161,-256641,-33062,191079,Spoofed
-74678,-144840,-132160,-256640,-33061,191080,Spoofed
-74677,-144839,-132159,-256639,-33060,191081,Spoofed
-74676,-144838,-132158,-256638,-33059,191082,Spoofed
-74675,-144837,-132157,-256637,-33058,191083,Spoofed
-74674,-144836,-132156,-256636,-33057,191084,Spoofed
-74673,-144835,-132155,-256635,-33056,191085,Spoofed
-74672,-144834,-132154,-256634,-33055,191086,Spoofed
-74671,-144833,-132153,-256633,-33054,191087,Spoofed
-74670,-144832,-132152,-256632,-33053,191088,Spoofed
-74669,-144831,-132151,-256631,-33052,191089,Spoofed
-74668,-144830,-132150,-256630,-33051,191090,Spoofed
-74667,-144829,-132149,-256629,-33050,191091,Spoofed
-74666,-144828,-132148,-256628,-33049,191092,Spoofed
-74665,-144827,-132147,-256627,-33048,191093,Spoofed
-74664,-144826,-132146,-256626,-33047,191094,Spoofed
-74663,-144825,-132145,-256625,-33046,191095,Spoofed
-74662,-144824,-132144,-256624,-33045,191096,Spoofed
-74661,-144823,-132143,-256623,-33044,191097,Spoofed
-74660,-144822,-132142,-256622,-33043,191098,Spoofed
-74659,-144821,-132141,-256621,-33042,191099,Spoofed
-74658,-144820,-132140,-256620,-33041,191100,Spoofed
-74657,-144819,-132139,-256619,-33040,191101,Spoofed
-74656,-144818,-132138,-256618,-33039,191102,Spoofed
-74655,-144817,-132137,-256617,-33038,191103,Spoofed
-74654,-144816,-132136,-256616,-33037,191104,Spoofed
-74653,-144815,-132135,-256615,-33036,191105,Spoofed
-74652,-144814,-132134,-256614,-33035,191106,Spoofed
-74651,-144813,-132133,-256613,-33034,191107,Spoofed
-74650,-144812,-132132,-256612,-33033,191108,Spoofed
-74649,-144811,-132131,-256611,-33032,191109,Spoofed
-74648,-144810,-132130,-256610,-33031,191110,Spoofed
-74647,-144809,-132129,-256609,-33030,191111,Spoofed
-74646,-144808,-132128,-256608,-33029,191112,Spoofed
-74645,-144807,-132127,-256607,-33028,191113,Spoofed
-74644,-144806,-132126,-256606,-33027,191114,Spoofed
-74643,-144805,-132125,-256605,-33026,191115,Spoofed
-74642,-144804,-132124,-256604,-33025,191116,Spoofed
-74641,-144803,-132123,-256603,-33024,191117,Spoofed
-74640,-144802,-132122,-256602,-33023,191118,Spoofed
-74639,-144801,-132121,-256601,-33022,191119,Spoofed
-74638,-144800,-132120,-256600,-33021,191120,Spoofed
-74637,-144799,-132119,-256599,-33020,191121,Spoofed
-74636,-144798,-132118,-256598,-33019,191122,Spoofed
-74635,-144797,-132117,-256597,-33018,191123,Spoofed
-74634,-144796,-132116,-256596,-33017,191124,Spoofed
-74633,-144795,-132115,-256595,-33016,191125,Spoofed
-74632,-144794,-132114,-256594,-33015,191126,Spoofed
-74631,-144793,-132113,-256593,-33014,191127,Spoofed
-74630,-144792,-132112,-256592,-33013,191128,Spoofed
-74629,-144791,-132111,-256591,-33012,191129,Spoofed
-74628,-144790,-132110,-256590,-33011,191130,Spoofed
-74627,-144789,-132109,-256589,-33010,191131,Spoofed
-74626,-144788,-132108,-256588,-33009,191132,Spoofed
-74625,-144787,-132107,-256587,-33008,191133,Spoofed
-74624,-144786,-132106,-256586,-33007,191134,Spoofed
-74623,-144785,-132105,-256585,-33006,191135,Spoofed
-74622,-144784,-132104,-256584,-33005,191136,Spoofed
-74621,-144783,-132103,-256583,-33004,191137,Spoofed
-74620,-144782,-132102,-256582,-33003,191138,Spoofed
-74619,-144781,-132101,-256581,-33002,191139,Spoofed
-74618,-144780,-132100,-256580,-33001,191140,Spoofed
-74617,-144779,-132099,-256579,-33000,191141,Spoofed
-74616,-144778,-132098,-256578,-32999,191142,Spoofed
-74615,-144777,-132097,-256577,-32998,191143,Spoofed
-74614,-144776,-132096,-256576,-32997,191144,Spoofed
-74613,-144775,-132095,-256575,-32996,191145,Spoofed
-74612,-144774,-132094,-256574,-32995,191146,Spoofed
-74611,-144773,-132093,-256573,-32994,191147,Spoofed
-74610,-144772,-132092,-256572,-32993,191148,Spoofed
-74609,-144771,-132091,-256571,-32992,191149,Spoofed
-74608,-144770,-132090,-256570,-32991,191150,Spoofed
-74607,-144769,-132089,-256569,-32990,191151,Spoofed
-74606,-144768,-132088,-256568,-32989,191152,Spoofed
-74605,-144767,-132087,-256567,-32988,191153,Spoofed
-74604,-144766,-132086,-256566,-32987,191154,Spoofed
-74603,-144765,-132085,-256565,-32986,191155,Spoofed
-74602,-144764,-132084,-256564,-32985,191156,Spoofed
-74601,-144763,-132083,-256563,-32984,191157,Spoofed
-74600,-144762,-132082,-256562,-32983,191158,Spoofed
-74599,-144761,-132081,-256561,-32982,191159,Spoofed
-74598,-144760,-132080,-256560,-32981,191160,Spoofed
-74597,-144759,-132079,-256559,-32980,191161,Spoofed
-74596,-144758,-132078,-256558,-32979,191162,Spoofed
-74595,-144757,-132077,-256557,-32978,191163,Spoofed
-74594,-144756,-132076,-256556,-32977,191164,Spoofed
-74593,-144755,-132075,-256555,-32976,191165,Spoofed
-74592,-144754,-132074,-256554,-32975,191166,Spoofed
-74591,-144753,-132073,-256553,-32974,191167,Spoofed
-74590,-144752,-132072,-256552,-32973,191168,Spoofed
-74589,-144751,-132071,-256551,-32972,191169,Spoofed
-74588,-144750,-132070,-256550,-32971,191170,Spoofed
-74587,-144749,-132069,-256549,-32970,191171,Spoofed
-74586,-144748,-132068,-256548,-32969,191172,Spoofed
-74585,-144747,-132067,-256547,-32968,191173,Spoofed
-74584,-144746,-132066,-256546,-32967,191174,Spoofed
-74583,-144745,-132065,-256545,-32966,191175,Spoofed
-74582,-144744,-132064,-256544,-32965,191176,Spoofed
-74581,-144743,-132063,-256543,-32964,191177,Spoofed
-74580,-144742,-132062,-256542,-32963,191178,Spoofed
-74579,-144741,-132061,-256541,-32962,191179,Spoofed
-74578,-144740,-132060,-256540,-32961,191180,Spoofed
-74577,-144739,-132059,-256539,-32960,191181,Spoofed
-74576,-144738,-132058,-256538,-32959,191182,Spoofed
-74575,-144737,-132057,-256537,-32958,191183,Spoofed
-74574,-144736,-132056,-256536,-32957,191184,Spoofed
-74573,-144735,-132055,-256535,-32956,191185,Spoofed
-74572,-144734,-132054,-256534,-32955,191186,Spoofed
-74571,-144733,-132053,-256533,-32954,191187,Spoofed
-74570,-144732,-132052,-256532,-32953,191188,Spoofed
-74569,-144731,-132051,-256531,-32952,191189,Spoofed
-74568,-144730,-132050,-256530,-32951,191190,Spoofed
-74567,-144729,-132049,-256529,-32950,191191,Spoofed
-74566,-144728,-132048,-256528,-32949,191192,Spoofed
-74565,-144727,-132047,-256527,-32948,191193,Spoofed
-74564,-144726,-132046,-256526,-32947,191194,Spoofed
-74563,-144725,-132045,-256525,-32946,191195,Spoofed
-74562,-144724,-132044,-256524,-32945,191196,Spoofed
-74561,-144723,-132043,-256523,-32944,191197,Spoofed
-74560,-144722,-132042,-256522,-32943,191198,Spoofed
-74559,-144721,-132041,-256521,-32942,191199,Spoofed
-74558,-144720,-132040,-256520,-32941,191200,Spoofed
-74557,-144719,-132039,-256519,-32940,191201,Spoofed
-74556,-144718,-132038,-256518,-32939,191202,Spoofed
-74555,-144717,-132037,-256517,-32938,191203,Spoofed
-74554,-144716,-132036,-256516,-32937,191204,Spoofed
-74553,-144715,-132035,-256515,-32936,191205,Spoofed
-74552,-144714,-132034,-256514,-32935,191206,Spoofed
-74551,-144713,-132033,-256513,-32934,191207,Spoofed
-74550,-144712,-132032,-256512,-32933,191208,Spoofed
-74549,-144711,-132031,-256511,-32932,191209,Spoofed
-74548,-144710,-132030,-256510,-32931,191210,Spoofed
-74547,-144709,-132029,-256509,-32930,191211,Spoofed
-74546,-144708,-132028,-256508,-32929,191212,Spoofed
-74545,-144707,-132027,-256507,-32928,191213,Spoofed
-74544,-144706,-132026,-256506,-32927,191214,Spoofed
-74543,-144705,-132025,-256505,-32926,191215,Spoofed
-74542,-144704,-132024,-256504,-32925,191216,Spoofed
-74541,-144703,-132023,-256503,-32924,191217,Spoofed
-74540,-144702,-132022,-256502,-32923,191218,Spoofed
-74539,-144701,-132021,-256501,-32922,191219,Spoofed
-74538,-144700,-132020,-256500,-32921,191220,Spoofed
-74537,-144699,-132019,-256499,-32920,191221,Spoofed
-74536,-144698,-132018,-256498,-32919,191222,Spoofed
-74535,-144697,-132017,-256497,-32918,191223,Spoofed
-74534,-144696,-132016,-256496,-32917,191224,Spoofed
-74533,-144695,-132015,-256495,-32916,191225,Spoofed
-74532,-144694,-132014,-256494,-32915,191226,Spoofed
-74531,-144693,-132013,-256493,-32914,191227,Spoofed
-74530,-144692,-132012,-256492,-32913,191228,Spoofed
-74529,-144691,-132011,-256491,-32912,191229,Spoofed
-74528,-144690,-132010,-256490,-32911,191230,Spoofed
-74527,-144689,-132009,-256489,-32910,191231,Spoofed
-74526,-144688,-132008,-256488,-32909,191232,Spoofed
-74525,-144687,-132007,-256487,-32908,191233,Spoofed
-74524,-144686,-132006,-256486,-32907,191234,Spoofed
-74523,-144685,-132005,-256485,-32906,191235,Spoofed
-74522,-144684,-132004,-256484,-32905,191236,Spoofed
-74521,-144683,-132003,-256483,-32904,191237,Spoofed
-74520,-144682,-132002,-256482,-32903,191238,Spoofed
-74519,-144681,-132001,-256481,-32902,191239,Spoofed
-74518,-144680,-132000,-256480,-32901,191240,Spoofed
-74517,-144679,-131999,-256479,-32900,191241,Spoofed
-74516,-144678,-131998,-256478,-32899,191242,Spoofed
-74515,-144677,-131997,-256477,-32898,191243,Spoofed
-74514,-144676,-131996,-256476,-32897,191244,Spoofed
-74513,-144675,-131995,-256475,-32896,191245,Spoofed
-74512,-144674,-131994,-256474,-32895,191246,Spoofed
-74511,-144673,-131993,-256473,-32894,191247,Spoofed
-74510,-144672,-131992,-256472,-32893,191248,Spoofed
-74509,-144671,-131991,-256471,-32892,191249,Spoofed
-74508,-144670,-131990,-256470,-32891,191250,Spoofed
-74507,-144669,-131989,-256469,-32890,191251,Spoofed
-74506,-144668,-131988,-256468,-32889,191252,Spoofed
-74505,-144667,-131987,-256467,-32888,191253,Spoofed
-74504,-144666,-131986,-256466,-32887,191254,Spoofed
-74503,-144665,-131985,-256465,-32886,191255,Spoofed
-74502,-144664,-131984,-256464,-32885,191256,Spoofed
-74501,-144663,-131983,-256463,-32884,191257,Spoofed
-74500,-144662,-131982,-256462,-32883,191258,Spoofed
-74499,-144661,-131981,-256461,-32882,191259,Spoofed
-74498,-144660,-131980,-256460,-32881,191260,Spoofed
-74497,-144659,-131979,-256459,-32880,191261,Spoofed
-74496,-144658,-131978,-256458,-32879,191262,Spoofed
-74495,-144657,-131977,-256457,-32878,191263,Spoofed
-74494,-144656,-131976,-256456,-32877,191264,Spoofed
-74493,-144655,-131975,-256455,-32876,191265,Spoofed
-74492,-144654,-131974,-256454,-32875,191266,Spoofed
-74491,-144653,-131973,-256453,-32874,191267,Spoofed
-74490,-144652,-131972,-256452,-32873,191268,Spoofed
-74489,-144651,-131971,-256451,-32872,191269,Spoofed
-74488,-144650,-131970,-256450,-32871,191270,Spoofed
-74487,-144649,-131969,-256449,-32870,191271,Spoofed
-74486,-144648,-131968,-256448,-32869,191272,Spoofed
-74485,-144647,-131967,-256447,-32868,191273,Spoofed
-74484,-144646,-131966,-256446,-32867,191274,Spoofed
-74483,-144645,-131965,-256445,-32866,191275,Spoofed
-74482,-144644,-131964,-256444,-32865,191276,Spoofed
-74481,-144643,-131963,-256443,-32864,191277,Spoofed
-74480,-144642,-131962,-256442,-32863,191278,Spoofed
-74479,-144641,-131961,-256441,-32862,191279,Spoofed
-74478,-144640,-131960,-256440,-32861,191280,Spoofed
-74477,-144639,-131959,-256439,-32860,191281,Spoofed
-74476,-144638,-131958,-256438,-32859,191282,Spoofed
-74475,-144637,-131957,-256437,-32858,191283,Spoofed
-74474,-144636,-131956,-256436,-32857,191284,Spoofed
-74473,-144635,-131955,-256435,-32856,191285,Spoofed
-74472,-144634,-131954,-256434,-32855,191286,Spoofed
-74471,-144633,-131953,-256433,-32854,191287,Spoofed
-74470,-144632,-131952,-256432,-32853,191288,Spoofed
-74469,-144631,-131951,-256431,-32852,191289,Spoofed
-74468,-144630,-131950,-256430,-32851,191290,Spoofed
-74467,-144629,-131949,-256429,-32850,191291,Spoofed
-74466,-144628,-131948,-256428,-32849,191292,Spoofed
-74465,-144627,-131947,-256427,-32848,191293,Spoofed
-74464,-144626,-131946,-256426,-32847,191294,Spoofed
-74463,-144625,-131945,-256425,-32846,191295,Spoofed
-74462,-144624,-131944,-256424,-32845,191296,Spoofed
-74461,-144623,-131943,-256423,-32844,191297,Spoofed
-74460,-144622,-131942,-256422,-32843,191298,Spoofed
-74459,-144621,-131941,-256421,-32842,191299,Spoofed
-74458,-144620,-131940,-256420,-32841,191300,Spoofed
-74457,-144619,-131939,-256419,-32840,191301,Spoofed
-74456,-144618,-131938,-256418,-32839,191302,Spoofed
-74455,-144617,-131937,-256417,-32838,191303,Spoofed
-74454,-144616,-131936,-256416,-32837,191304,Spoofed
-74453,-144615,-131935,-256415,-32836,191305,Spoofed
-74452,-144614,-131934,-256414,-32835,191306,Spoofed
-74451,-144613,-131933,-256413,-32834,191307,Spoofed
-74450,-144612,-131932,-256412,-32833,191308,Spoofed
-74449,-144611,-131931,-256411,-32832,191309,Spoofed
-74448,-144610,-131930,-256410,-32831,191310,Spoofed
-74447,-144609,-131929,-256409,-32830,191311,Spoofed
-74446,-144608,-131928,-256408,-32829,191312,Spoofed
-74445,-144607,-131927,-256407,-32828,191313,Spoofed
-74444,-144606,-131926,-256406,-32827,191314,Spoofed
-74443,-144605,-131925,-256405,-32826,191315,Spoofed
-74442,-144604,-131924,-256404,-32825,191316,Spoofed
-74441,-144603,-131923,-256403,-32824,191317,Spoofed
-74440,-144602,-131922,-256402,-32823,191318,Spoofed
-74439,-144601,-131921,-256401,-32822,191319,Spoofed
-74438,-144600,-131920,-256400,-32821,191320,Spoofed
-74437,-144599,-131919,-256399,-32820,191321,Spoofed
-74436,-144598,-131918,-256398,-32819,191322,Spoofed
-74435,-144597,-131917,-256397,-32818,191323,Spoofed
-74434,-144596,-131916,-256396,-32817,191324,Spoofed
-74433,-144595,-131915,-256395,-32816,191325,Spoofed
-74432,-144594,-131914,-256394,-32815,191326,Spoofed
-74431,-144593,-131913,-256393,-32814,191327,Spoofed
-74430,-144592,-131912,-256392,-32813,191328,Spoofed
-74429,-144591,-131911,-256391,-32812,191329,Spoofed
-74428,-144590,-131910,-256390,-32811,191330,Spoofed
-74427,-144589,-131909,-256389,-32810,191331,Spoofed
-74426,-144588,-131908,-256388,-32809,191332,Spoofed
-74425,-144587,-131907,-256387,-32808,191333,Spoofed
-74424,-144586,-131906,-256386,-32807,191334,Spoofed
-74423,-144585,-131905,-256385,-32806,191335,Spoofed
-74422,-144584,-131904,-256384,-32805,191336,Spoofed
-74421,-144583,-131903,-256383,-32804,191337,Spoofed
-74420,-144582,-131902,-256382,-32803,191338,Spoofed
-74419,-144581,-131901,-256381,-32802,191339,Spoofed
-74418,-144580,-131900,-256380,-32801,191340,Spoofed
-74417,-144579,-131899,-256379,-32800,191341,Spoofed
-74416,-144578,-131898,-256378,-32799,191342,Spoofed
-74415,-144577,-131897,-256377,-32798,191343,Spoofed
-74414,-144576,-131896,-256376,-32797,191344,Spoofed
-74413,-144575,-131895,-256375,-32796,191345,Spoofed
-74412,-144574,-131894,-256374,-32795,191346,Spoofed
-74411,-144573,-131893,-256373,-32794,191347,Spoofed
-74410,-144572,-131892,-256372,-32793,191348,Spoofed
-74409,-144571,-131891,-256371,-32792,191349,Spoofed
-74408,-144570,-131890,-256370,-32791,191350,Spoofed
-74407,-144569,-131889,-256369,-32790,191351,Spoofed
-74406,-144568,-131888,-256368,-32789,191352,Spoofed
-74405,-144567,-131887,-256367,-32788,191353,Spoofed
-74404,-144566,-131886,-256366,-32787,191354,Spoofed
-74403,-144565,-131885,-256365,-32786,191355,Spoofed
-74402,-144564,-131884,-256364,-32785,191356,Spoofed
-74401,-144563,-131883,-256363,-32784,191357,Spoofed
-74400,-144562,-131882,-256362,-32783,191358,Spoofed
-74399,-144561,-131881,-256361,-32782,191359,Spoofed
-74398,-144560,-131880,-256360,-32781,191360,Spoofed
-74397,-144559,-131879,-256359,-32780,191361,Spoofed
-74396,-144558,-131878,-256358,-32779,191362,Spoofed
-74395,-144557,-131877,-256357,-32778,191363,Spoofed
-74394,-144556,-131876,-256356,-32777,191364,Spoofed
-74393,-144555,-131875,-256355,-32776,191365,Spoofed
-74392,-144554,-131874,-256354,-32775,191366,Spoofed
-74391,-144553,-131873,-256353,-32774,191367,Spoofed
-74390,-144552,-131872,-256352,-32773,191368,Spoofed
-74389,-144551,-131871,-256351,-32772,191369,Spoofed
-74388,-144550,-131870,-256350,-32771,191370,Spoofed
-74387,-144549,-131869,-256349,-32770,191371,Spoofed
-74386,-144548,-131868,-256348,-32769,191372,Spoofed
-74385,-144547,-131867,-256347,-32768,191373,Spoofed
-74384,-144546,-131866,-256346,-32767,191374,Spoofed
-74383,-144545,-131865,-256345,-32766,191375,Spoofed
-74382,-144544,-131864,-256344,-32765,191376,Spoofed
-74381,-144543,-131863,-256343,-32764,191377,Spoofed
-74380,-144542,-131862,-256342,-32763,191378,Spoofed
-74379,-144541,-131861,-256341,-32762,191379,Spoofed
-74378,-144540,-131860,-256340,-32761,191380,Spoofed
-74377,-144539,-131859,-256339,-32760,191381,Spoofed
-74376,-144538,-131858,-256338,-32759,191382,Spoofed
-74375,-144537,-131857,-256337,-32758,191383,Spoofed
-74374,-144536,-131856,-256336,-32757,191384,Spoofed
-74373,-144535,-131855,-256335,-32756,191385,Spoofed
-74372,-144534,-131854,-256334,-32755,191386,Spoofed
-74371,-144533,-131853,-256333,-32754,191387,Spoofed
-74370,-144532,-131852,-256332,-32753,191388,Spoofed
-74369,-144531,-131851,-256331,-32752,191389,Spoofed
-74368,-144530,-131850,-256330,-32751,191390,Spoofed
-74367,-144529,-131849,-256329,-32750,191391,Spoofed
-74366,-144528,-131848,-256328,-32749,191392,Spoofed
-74365,-144527,-131847,-256327,-32748,191393,Spoofed
-74364,-144526,-131846,-256326,-32747,191394,Spoofed
-74363,-144525,-131845,-256325,-32746,191395,Spoofed
-74362,-144524,-131844,-256324,-32745,191396,Spoofed
-74361,-144523,-131843,-256323,-32744,191397,Spoofed
-74360,-144522,-131842,-256322,-32743,191398,Spoofed
-74359,-144521,-131841,-256321,-32742,191399,Spoofed
-74358,-144520,-131840,-256320,-32741,191400,Spoofed
-74357,-144519,-131839,-256319,-32740,191401,Spoofed
-74356,-144518,-131838,-256318,-32739,191402,Spoofed
-74355,-144517,-131837,-256317,-32738,191403,Spoofed
-74354,-144516,-131836,-256316,-32737,191404,Spoofed
-74353,-144515,-131835,-256315,-32736,191405,Spoofed
-74352,-144514,-131834,-256314,-32735,191406,Spoofed
-74351,-144513,-131833,-256313,-32734,191407,Spoofed
-74350,-144512,-131832,-256312,-32733,191408,Spoofed
-74349,-144511,-131831,-256311,-32732,191409,Spoofed
-74348,-144510,-131830,-256310,-32731,191410,Spoofed
-74347,-144509,-131829,-256309,-32730,191411,Spoofed
-74346,-144508,-131828,-256308,-32729,191412,Spoofed
-74345,-144507,-131827,-256307,-32728,191413,Spoofed
-74344,-144506,-131826,-256306,-32727,191414,Spoofed
-74343,-144505,-131825,-256305,-32726,191415,Spoofed
-74342,-144504,-131824,-256304,-32725,191416,Spoofed
-74341,-144503,-131823,-256303,-32724,191417,Spoofed
-74340,-144502,-131822,-256302,-32723,191418,Spoofed
-74339,-144501,-131821,-256301,-32722,191419,Spoofed
-74338,-144500,-131820,-256300,-32721,191420,Spoofed
-74337,-144499,-131819,-256299,-32720,191421,Spoofed
-74336,-144498,-131818,-256298,-32719,191422,Spoofed
-74335,-144497,-131817,-256297,-32718,191423,Spoofed
-74334,-144496,-131816,-256296,-32717,191424,Spoofed
-74333,-144495,-131815,-256295,-32716,191425,Spoofed
-74332,-144494,-131814,-256294,-32715,191426,Spoofed
-74331,-144493,-131813,-256293,-32714,191427,Spoofed
-74330,-144492,-131812,-256292,-32713,191428,Spoofed
-74329,-144491,-131811,-256291,-32712,191429,Spoofed
-74328,-144490,-131810,-256290,-32711,191430,Spoofed
-74327,-144489,-131809,-256289,-32710,191431,Spoofed
-74326,-144488,-131808,-256288,-32709,191432,Spoofed
-74325,-144487,-131807,-256287,-32708,191433,Spoofed
-74324,-144486,-131806,-256286,-32707,191434,Spoofed
-74323,-144485,-131805,-256285,-32706,191435,Spoofed
