I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-22587,-73462,-274862,-117512,50219,25052,Spoofed
-22586,-73461,-274861,-117511,50220,25053,Spoofed
-22585,-73460,-274860,-117510,50221,25054,Spoofed
-22584,-73459,-274859,-117509,50222,25055,Spoofed
-22583,-73458,-274858,-117508,50223,25056,Spoofed
-22582,-73457,-274857,-117507,50224,25057,Spoofed
-22581,-73456,-274856,-117506,50225,25058,Spoofed
-22580,-73455,-274855,-117505,50226,25059,Spoofed
-22579,-73454,-274854,-117504,50227,25060,Spoofed
-22578,-73453,-274853,-117503,50228,25061,Spoofed
-22577,-73452,-274852,-117502,50229,25062,Spoofed
-22576,-73451,-274851,-117501,50230,25063,Spoofed
-22575,-73450,-274850,-117500,50231,25064,Spoofed
-22574,-73449,-274849,-117499,50232,25065,Spoofed
-22573,-73448,-274848,-117498,50233,25066,Spoofed
-22572,-73447,-274847,-117497,50234,25067,Spoofed
-22571,-73446,-274846,-117496,50235,25068,Spoofed
-22570,-73445,-274845,-117495,50236,25069,Spoofed
-22569,-73444,-274844,-117494,50237,25070,Spoofed
-22568,-73443,-274843,-117493,50238,25071,Spoofed
-22567,-73442,-274842,-117492,50239,25072,Spoofed
-22566,-73441,-274841,-117491,50240,25073,Spoofed
-22565,-73440,-274840,-117490,50241,25074,Spoofed
-22564,-73439,-274839,-117489,50242,25075,Spoofed
-22563,-73438,-274838,-117488,50243,25076,Spoofed
-22562,-73437,-274837,-117487,50244,25077,Spoofed
-22561,-73436,-274836,-117486,50245,25078,Spoofed
-22560,-73435,-274835,-117485,50246,25079,Spoofed
-22559,-73434,-274834,-117484,50247,25080,Spoofed
-22558,-73433,-274833,-117483,50248,25081,Spoofed
-22557,-73432,-274832,-117482,50249,25082,Spoofed
-22556,-73431,-274831,-117481,50250,25083,Spoofed
-22555,-73430,-274830,-117480,50251,25084,Spoofed
-22554,-73429,-274829,-117479,50252,25085,Spoofed
-22553,-73428,-274828,-117478,50253,25086,Spoofed
-22552,-73427,-274827,-117477,50254,25087,Spoofed
-22551,-73426,-274826,-117476,50255,25088,Spoofed
-22550,-73425,-274825,-117475,50256,25089,Spoofed
-22549,-73424,-274824,-117474,50257,25090,Spoofed
-22548,-73423,-274823,-117473,50258,25091,Spoofed
-22547,-73422,-274822,-117472,50259,25092,Spoofed
-22546,-73421,-274821,-117471,50260,25093,Spoofed
-22545,-73420,-274820,-117470,50261,25094,Spoofed
-22544,-73419,-274819,-117469,50262,25095,Spoofed
-22543,-73418,-274818,-117468,50263,25096,Spoofed
-22542,-73417,-274817,-117467,50264,25097,Spoofed
-22541,-73416,-274816,-117466,50265,25098,Spoofed
-22540,-73415,-274815,-117465,50266,25099,Spoofed
-22539,-73414,-274814,-117464,50267,25100,Spoofed
-22538,-73413,-274813,-117463,50268,25101,Spoofed
-22537,-73412,-274812,-117462,50269,25102,Spoofed
-22536,-73411,-274811,-117461,50270,25103,Spoofed
-22535,-73410,-274810,-117460,50271,25104,Spoofed
-22534,-73409,-274809,-117459,50272,25105,Spoofed
-22533,-73408,-274808,-117458,50273,25106,Spoofed
-22532,-73407,-274807,-117457,50274,25107,Spoofed
-22531,-73406,-274806,-117456,50275,25108,Spoofed
-22530,-73405,-274805,-117455,50276,25109,Spoofed
-22529,-73404,-274804,-117454,50277,25110,Spoofed
-22528,-73403,-274803,-117453,50278,25111,Spoofed
-22527,-73402,-274802,-117452,50279,25112,Spoofed
-22526,-73401,-274801,-117451,50280,25113,Spoofed
-22525,-73400,-274800,-117450,50281,25114,Spoofed
-22524,-73399,-274799,-117449,50282,25115,Spoofed
-22523,-73398,-274798,-117448,50283,25116,Spoofed
-22522,-73397,-274797,-117447,50284,25117,Spoofed
-22521,-73396,-274796,-117446,50285,25118,Spoofed
-22520,-73395,-274795,-117445,50286,25119,Spoofed
-22519,-73394,-274794,-117444,50287,25120,Spoofed
-22518,-73393,-274793,-117443,50288,25121,Spoofed
-22517,-73392,-274792,-117442,50289,25122,Spoofed
-22516,-73391,-274791,-117441,50290,25123,Spoofed
-22515,-73390,-274790,-117440,50291,25124,Spoofed
-22514,-73389,-274789,-117439,50292,25125,Spoofed
-22513,-73388,-274788,-117438,50293,25126,Spoofed
-22512,-73387,-274787,-117437,50294,25127,Spoofed
-22511,-73386,-274786,-117436,50295,25128,Spoofed
-22510,-73385,-274785,-117435,50296,25129,Spoofed
-22509,-73384,-274784,-117434,50297,25130,Spoofed
-22508,-73383,-274783,-117433,50298,25131,Spoofed
-22507,-73382,-274782,-117432,50299,25132,Spoofed
-22506,-73381,-274781,-117431,50300,25133,Spoofed
-22505,-73380,-274780,-117430,50301,25134,Spoofed
-22504,-73379,-274779,-117429,50302,25135,Spoofed
-22503,-73378,-274778,-117428,50303,25136,Spoofed
-22502,-73377,-274777,-117427,50304,25137,Spoofed
-22501,-73376,-274776,-117426,50305,25138,Spoofed
-22500,-73375,-274775,-117425,50306,25139,Spoofed
-22499,-73374,-274774,-117424,50307,25140,Spoofed
-22498,-73373,-274773,-117423,50308,25141,Spoofed
-22497,-73372,-274772,-117422,50309,25142,Spoofed
-22496,-73371,-274771,-117421,50310,25143,Spoofed
-22495,-73370,-274770,-117420,50311,25144,Spoofed
-22494,-73369,-274769,-117419,50312,25145,Spoofed
-22493,-73368,-274768,-117418,50313,25146,Spoofed
-22492,-73367,-274767,-117417,50314,25147,Spoofed
-22491,-73366,-274766,-117416,50315,25148,Spoofed
-22490,-73365,-274765,-117415,50316,25149,Spoofed
-22489,-73364,-274764,-117414,50317,25150,Spoofed
-22488,-73363,-274763,-117413,50318,25151,Spoofed
-22487,-73362,-274762,-117412,50319,25152,Spoofed
-22486,-73361,-274761,-117411,50320,25153,Spoofed
-22485,-73360,-274760,-117410,50321,25154,Spoofed
-22484,-73359,-274759,-117409,50322,25155,Spoofed
-22483,-73358,-274758,-117408,50323,25156,Spoofed
-22482,-73357,-274757,-117407,50324,25157,Spoofed
-22481,-73356,-274756,-117406,50325,25158,Spoofed
-22480,-73355,-274755,-117405,50326,25159,Spoofed
-22479,-73354,-274754,-117404,50327,25160,Spoofed
-22478,-73353,-274753,-117403,50328,25161,Spoofed
-22477,-73352,-274752,-117402,50329,25162,Spoofed
-22476,-73351,-274751,-117401,50330,25163,Spoofed
-22475,-73350,-274750,-117400,50331,25164,Spoofed
-22474,-73349,-274749,-117399,50332,25165,Spoofed
-22473,-73348,-274748,-117398,50333,25166,Spoofed
-22472,-73347,-274747,-117397,50334,25167,Spoofed
-22471,-73346,-274746,-117396,50335,25168,Spoofed
-22470,-73345,-274745,-117395,50336,25169,Spoofed
-22469,-73344,-274744,-117394,50337,25170,Spoofed
-22468,-73343,-274743,-117393,50338,25171,Spoofed
-22467,-73342,-274742,-117392,50339,25172,Spoofed
-22466,-73341,-274741,-117391,50340,25173,Spoofed
-22465,-73340,-274740,-117390,50341,25174,Spoofed
-22464,-73339,-274739,-117389,50342,25175,Spoofed
-22463,-73338,-274738,-117388,50343,25176,Spoofed
-22462,-73337,-274737,-117387,50344,25177,Spoofed
-22461,-73336,-274736,-117386,50345,25178,Spoofed
-22460,-73335,-274735,-117385,50346,25179,Spoofed
-22459,-73334,-274734,-117384,50347,25180,Spoofed
-22458,-73333,-274733,-117383,50348,25181,Spoofed
-22457,-73332,-274732,-117382,50349,25182,Spoofed
-22456,-73331,-274731,-117381,50350,25183,Spoofed
-22455,-73330,-274730,-117380,50351,25184,Spoofed
-22454,-73329,-274729,-117379,50352,25185,Spoofed
-22453,-73328,-274728,-117378,50353,25186,Spoofed
-22452,-73327,-274727,-117377,50354,25187,Spoofed
-22451,-73326,-274726,-117376,50355,25188,Spoofed
-22450,-73325,-274725,-117375,50356,25189,Spoofed
-22449,-73324,-274724,-117374,50357,25190,Spoofed
-22448,-73323,-274723,-117373,50358,25191,Spoofed
-22447,-73322,-274722,-117372,50359,25192,Spoofed
-22446,-73321,-274721,-117371,50360,25193,Spoofed
-22445,-73320,-274720,-117370,50361,25194,Spoofed
-22444,-73319,-274719,-117369,50362,25195,Spoofed
-22443,-73318,-274718,-117368,50363,25196,Spoofed
-22442,-73317,-274717,-117367,50364,25197,Spoofed
-22441,-73316,-274716,-117366,50365,25198,Spoofed
-22440,-73315,-274715,-117365,50366,25199,Spoofed
-22439,-73314,-274714,-117364,50367,25200,Spoofed
-22438,-73313,-274713,-117363,50368,25201,Spoofed
-22437,-73312,-274712,-117362,50369,25202,Spoofed
-22436,-73311,-274711,-117361,50370,25203,Spoofed
-22435,-73310,-274710,-117360,50371,25204,Spoofed
-22434,-73309,-274709,-117359,50372,25205,Spoofed
-22433,-73308,-274708,-117358,50373,25206,Spoofed
-22432,-73307,-274707,-117357,50374,25207,Spoofed
-22431,-73306,-274706,-117356,50375,25208,Spoofed
-22430,-73305,-274705,-117355,50376,25209,Spoofed
-22429,-73304,-274704,-117354,50377,25210,Spoofed
-22428,-73303,-274703,-117353,50378,25211,Spoofed
-22427,-73302,-274702,-117352,50379,25212,Spoofed
-22426,-73301,-274701,-117351,50380,25213,Spoofed
-22425,-73300,-274700,-117350,50381,25214,Spoofed
-22424,-73299,-274699,-117349,50382,25215,Spoofed
-22423,-73298,-274698,-117348,50383,25216,Spoofed
-22422,-73297,-274697,-117347,50384,25217,Spoofed
-22421,-73296,-274696,-117346,50385,25218,Spoofed
-22420,-73295,-274695,-117345,50386,25219,Spoofed
-22419,-73294,-274694,-117344,50387,25220,Spoofed
-22418,-73293,-274693,-117343,50388,25221,Spoofed
-22417,-73292,-274692,-117342,50389,25222,Spoofed
-22416,-73291,-274691,-117341,50390,25223,Spoofed
-22415,-73290,-274690,-117340,50391,25224,Spoofed
-22414,-73289,-274689,-117339,50392,25225,Spoofed
-22413,-73288,-274688,-117338,50393,25226,Spoofed
-22412,-73287,-274687,-117337,50394,25227,Spoofed
-22411,-73286,-274686,-117336,50395,25228,Spoofed
-22410,-73285,-274685,-117335,50396,25229,Spoofed
-22409,-73284,-274684,-117334,50397,25230,Spoofed
-22408,-73283,-274683,-117333,50398,25231,Spoofed
-22407,-73282,-274682,-117332,50399,25232,Spoofed
-22406,-73281,-274681,-117331,50400,25233,Spoofed
-22405,-73280,-274680,-117330,50401,25234,Spoofed
-22404,-73279,-274679,-117329,50402,25235,Spoofed
-22403,-73278,-274678,-117328,50403,25236,Spoofed
-22402,-73277,-274677,-117327,50404,25237,Spoofed
-22401,-73276,-274676,-117326,50405,25238,Spoofed
-22400,-73275,-274675,-117325,50406,25239,Spoofed
-22399,-73274,-274674,-117324,50407,25240,Spoofed
-22398,-73273,-274673,-117323,50408,25241,Spoofed
-22397,-73272,-274672,-117322,50409,25242,Spoofed
-22396,-73271,-274671,-117321,50410,25243,Spoofed
-22395,-73270,-274670,-117320,50411,25244,Spoofed
-22394,-73269,-274669,-117319,50412,25245,Spoofed
-22393,-73268,-274668,-117318,50413,25246,Spoofed
-22392,-73267,-274667,-117317,50414,25247,Spoofed
-22391,-73266,-274666,-117316,50415,25248,Spoofed
-22390,-73265,-274665,-117315,50416,25249,Spoofed
-22389,-73264,-274664,-117314,50417,25250,Spoofed
-22388,-73263,-274663,-117313,50418,25251,Spoofed
-22387,-73262,-274662,-117312,50419,25252,Spoofed
-22386,-73261,-274661,-117311,50420,25253,Spoofed
-22385,-73260,-274660,-117310,50421,25254,Spoofed
-22384,-73259,-274659,-117309,50422,25255,Spoofed
-22383,-73258,-274658,-117308,50423,25256,Spoofed
-22382,-73257,-274657,-117307,50424,25257,Spoofed
-22381,-73256,-274656,-117306,50425,25258,Spoofed
-22380,-73255,-274655,-117305,50426,25259,Spoofed
-22379,-73254,-274654,-117304,50427,25260,Spoofed
-22378,-73253,-274653,-117303,50428,25261,Spoofed
-22377,-73252,-274652,-117302,50429,25262,Spoofed
-22376,-73251,-274651,-117301,50430,25263,Spoofed
-22375,-73250,-274650,-117300,50431,25264,Spoofed
-22374,-73249,-274649,-117299,50432,25265,Spoofed
-22373,-73248,-274648,-117298,50433,25266,Spoofed
-22372,-73247,-274647,-117297,50434,25267,Spoofed
-22371,-73246,-274646,-117296,50435,25268,Spoofed
-22370,-73245,-274645,-117295,50436,25269,Spoofed
-22369,-73244,-274644,-117294,50437,25270,Spoofed
-22368,-73243,-274643,-117293,50438,25271,Spoofed
-22367,-73242,-274642,-117292,50439,25272,Spoofed
-22366,-73241,-274641,-117291,50440,25273,Spoofed
-22365,-73240,-274640,-117290,50441,25274,Spoofed
-22364,-73239,-274639,-117289,50442,25275,Spoofed
-22363,-73238,-274638,-117288,50443,25276,Spoofed
-22362,-73237,-274637,-117287,50444,25277,Spoofed
-22361,-73236,-274636,-117286,50445,25278,Spoofed
-22360,-73235,-274635,-117285,50446,25279,Spoofed
-22359,-73234,-274634,-117284,50447,25280,Spoofed
-22358,-73233,-274633,-117283,50448,25281,Spoofed
-22357,-73232,-274632,-117282,50449,25282,Spoofed
-22356,-73231,-274631,-117281,50450,25283,Spoofed
-22355,-73230,-274630,-117280,50451,25284,Spoofed
-22354,-73229,-274629,-117279,50452,25285,Spoofed
-22353,-73228,-274628,-117278,50453,25286,Spoofed
-22352,-73227,-274627,-117277,50454,25287,Spoofed
-22351,-73226,-274626,-117276,50455,25288,Spoofed
-22350,-73225,-274625,-117275,50456,25289,Spoofed
-22349,-73224,-274624,-117274,50457,25290,Spoofed
-22348,-73223,-274623,-117273,50458,25291,Spoofed
-22347,-73222,-274622,-117272,50459,25292,Spoofed
-22346,-73221,-274621,-117271,50460,25293,Spoofed
-22345,-73220,-274620,-117270,50461,25294,Spoofed
-22344,-73219,-274619,-117269,50462,25295,Spoofed
-22343,-73218,-274618,-117268,50463,25296,Spoofed
-22342,-73217,-274617,-117267,50464,25297,Spoofed
-22341,-73216,-274616,-117266,50465,25298,Spoofed
-22340,-73215,-274615,-117265,50466,25299,Spoofed
-22339,-73214,-274614,-117264,50467,25300,Spoofed
-22338,-73213,-274613,-117263,50468,25301,Spoofed
-22337,-73212,-274612,-117262,50469,25302,Spoofed
-22336,-73211,-274611,-117261,50470,25303,Spoofed
-22335,-73210,-274610,-117260,50471,25304,Spoofed
-22334,-73209,-274609,-117259,50472,25305,Spoofed
-22333,-73208,-274608,-117258,50473,25306,Spoofed
-22332,-73207,-274607,-117257,50474,25307,Spoofed
-22331,-73206,-274606,-117256,50475,25308,Spoofed
-22330,-73205,-274605,-117255,50476,25309,Spoofed
-22329,-73204,-274604,-117254,50477,25310,Spoofed
-22328,-73203,-274603,-117253,50478,25311,Spoofed
-22327,-73202,-274602,-117252,50479,25312,Spoofed
-22326,-73201,-274601,-117251,50480,25313,Spoofed
-22325,-73200,-274600,-117250,50481,25314,Spoofed
-22324,-73199,-274599,-117249,50482,25315,Spoofed
-22323,-73198,-274598,-117248,50483,25316,Spoofed
-22322,-73197,-274597,-117247,50484,25317,Spoofed
-22321,-73196,-274596,-117246,50485,25318,Spoofed
-22320,-73195,-274595,-117245,50486,25319,Spoofed
-22319,-73194,-274594,-117244,50487,25320,Spoofed
-22318,-73193,-274593,-117243,50488,25321,Spoofed
-22317,-73192,-274592,-117242,50489,25322,Spoofed
-22316,-73191,-274591,-117241,50490,25323,Spoofed
-22315,-73190,-274590,-117240,50491,25324,Spoofed
-22314,-73189,-274589,-117239,50492,25325,Spoofed
-22313,-73188,-274588,-117238,50493,25326,Spoofed
-22312,-73187,-274587,-117237,50494,25327,Spoofed
-22311,-73186,-274586,-117236,50495,25328,Spoofed
-22310,-73185,-274585,-117235,50496,25329,Spoofed
-22309,-73184,-274584,-117234,50497,25330,Spoofed
-22308,-73183,-274583,-117233,50498,25331,Spoofed
-22307,-73182,-274582,-117232,50499,25332,Spoofed
-22306,-73181,-274581,-117231,50500,25333,Spoofed
-22305,-73180,-274580,-117230,50501,25334,Spoofed
-22304,-73179,-274579,-117229,50502,25335,Spoofed
-22303,-73178,-274578,-117228,50503,25336,Spoofed
-22302,-73177,-274577,-117227,50504,25337,Spoofed
-22301,-73176,-274576,-117226,50505,25338,Spoofed
-22300,-73175,-274575,-117225,50506,25339,Spoofed
-22299,-73174,-274574,-117224,50507,25340,Spoofed
-22298,-73173,-274573,-117223,50508,25341,Spoofed
-22297,-73172,-274572,-117222,50509,25342,Spoofed
-22296,-73171,-274571,-117221,50510,25343,Spoofed
-22295,-73170,-274570,-117220,50511,25344,Spoofed
-22294,-73169,-274569,-117219,50512,25345,Spoofed
-22293,-73168,-274568,-117218,50513,25346,Spoofed
-22292,-73167,-274567,-117217,50514,25347,Spoofed
-22291,-73166,-274566,-117216,50515,25348,Spoofed
-22290,-73165,-274565,-117215,50516,25349,Spoofed
-22289,-73164,-274564,-117214,50517,25350,Spoofed
-22288,-73163,-274563,-117213,50518,25351,Spoofed
-22287,-73162,-274562,-117212,50519,25352,Spoofed
-22286,-73161,-274561,-117211,50520,25353,Spoofed
-22285,-73160,-274560,-117210,50521,25354,Spoofed
-22284,-73159,-274559,-117209,50522,25355,Spoofed
-22283,-73158,-274558,-117208,50523,25356,Spoofed
-22282,-73157,-274557,-117207,50524,25357,Spoofed
-22281,-73156,-274556,-117206,50525,25358,Spoofed
-22280,-73155,-274555,-117205,50526,25359,Spoofed
-22279,-73154,-274554,-117204,50527,25360,Spoofed
-22278,-73153,-274553,-117203,50528,25361,Spoofed
-22277,-73152,-274552,-117202,50529,25362,Spoofed
-22276,-73151,-274551,-117201,50530,25363,Spoofed
-22275,-73150,-274550,-117200,50531,25364,Spoofed
-22274,-73149,-274549,-117199,50532,25365,Spoofed
-22273,-73148,-274548,-117198,50533,25366,Spoofed
-22272,-73147,-274547,-117197,50534,25367,Spoofed
-22271,-73146,-274546,-117196,50535,25368,Spoofed
-22270,-73145,-274545,-117195,50536,25369,Spoofed
-22269,-73144,-274544,-117194,50537,25370,Spoofed
-22268,-73143,-274543,-117193,50538,25371,Spoofed
-22267,-73142,-274542,-117192,50539,25372,Spoofed
-22266,-73141,-274541,-117191,50540,25373,Spoofed
-22265,-73140,-274540,-117190,50541,25374,Spoofed
-22264,-73139,-274539,-117189,50542,25375,Spoofed
-22263,-73138,-274538,-117188,50543,25376,Spoofed
-22262,-73137,-274537,-117187,50544,25377,Spoofed
-22261,-73136,-274536,-117186,50545,25378,Spoofed
-22260,-73135,-274535,-117185,50546,25379,Spoofed
-22259,-73134,-274534,-117184,50547,25380,Spoofed
-22258,-73133,-274533,-117183,50548,25381,Spoofed
-22257,-73132,-274532,-117182,50549,25382,Spoofed
-22256,-73131,-274531,-117181,50550,25383,Spoofed
-22255,-73130,-274530,-117180,50551,25384,Spoofed
-22254,-73129,-274529,-117179,50552,25385,Spoofed
-22253,-73128,-274528,-117178,50553,25386,Spoofed
-22252,-73127,-274527,-117177,50554,25387,Spoofed
-22251,-73126,-274526,-117176,50555,25388,Spoofed
-22250,-73125,-274525,-117175,50556,25389,Spoofed
-22249,-73124,-274524,-117174,50557,25390,Spoofed
-22248,-73123,-274523,-117173,50558,25391,Spoofed
-22247,-73122,-274522,-117172,50559,25392,Spoofed
-22246,-73121,-274521,-117171,50560,25393,Spoofed
-22245,-73120,-274520,-117170,50561,25394,Spoofed
-22244,-73119,-274519,-117169,50562,25395,Spoofed
-22243,-73118,-274518,-117168,50563,25396,Spoofed
-22242,-73117,-274517,-117167,50564,25397,Spoofed
-22241,-73116,-274516,-117166,50565,25398,Spoofed
-22240,-73115,-274515,-117165,50566,25399,Spoofed
-22239,-73114,-274514,-117164,50567,25400,Spoofed
-22238,-73113,-274513,-117163,50568,25401,Spoofed
-22237,-73112,-274512,-117162,50569,25402,Spoofed
-22236,-73111,-274511,-117161,50570,25403,Spoofed
-22235,-73110,-274510,-117160,50571,25404,Spoofed
-22234,-73109,-274509,-117159,50572,25405,Spoofed
-22233,-73108,-274508,-117158,50573,25406,Spoofed
-22232,-73107,-274507,-117157,50574,25407,Spoofed
-22231,-73106,-274506,-117156,50575,25408,Spoofed
-22230,-73105,-274505,-117155,50576,25409,Spoofed
-22229,-73104,-274504,-117154,50577,25410,Spoofed
-22228,-73103,-274503,-117153,50578,25411,Spoofed
-22227,-73102,-274502,-117152,50579,25412,Spoofed
-22226,-73101,-274501,-117151,50580,25413,Spoofed
-22225,-73100,-274500,-117150,50581,25414,Spoofed
-22224,-73099,-274499,-117149,50582,25415,Spoofed
-22223,-73098,-274498,-117148,50583,25416,Spoofed
-22222,-73097,-274497,-117147,50584,25417,Spoofed
-22221,-73096,-274496,-117146,50585,25418,Spoofed
-22220,-73095,-274495,-117145,50586,25419,Spoofed
-22219,-73094,-274494,-117144,50587,25420,Spoofed
-22218,-73093,-274493,-117143,50588,25421,Spoofed
-22217,-73092,-274492,-117142,50589,25422,Spoofed
-22216,-73091,-274491,-117141,50590,25423,Spoofed
-22215,-73090,-274490,-117140,50591,25424,Spoofed
-22214,-73089,-274489,-117139,50592,25425,Spoofed
-22213,-73088,-274488,-117138,50593,25426,Spoofed
-22212,-73087,-274487,-117137,50594,25427,Spoofed
-22211,-73086,-274486,-117136,50595,25428,Spoofed
-22210,-73085,-274485,-117135,50596,25429,Spoofed
-22209,-73084,-274484,-117134,50597,25430,Spoofed
-22208,-73083,-274483,-117133,50598,25431,Spoofed
-22207,-73082,-274482,-117132,50599,25432,Spoofed
-22206,-73081,-274481,-117131,50600,25433,Spoofed
-22205,-73080,-274480,-117130,50601,25434,Spoofed
-22204,-73079,-274479,-117129,50602,25435,Spoofed
-22203,-73078,-274478,-117128,50603,25436,Spoofed
-22202,-73077,-274477,-117127,50604,25437,Spoofed
-22201,-73076,-274476,-117126,50605,25438,Spoofed
-22200,-73075,-274475,-117125,50606,25439,Spoofed
-22199,-73074,-274474,-117124,50607,25440,Spoofed
-22198,-73073,-274473,-117123,50608,25441,Spoofed
-22197,-73072,-274472,-117122,50609,25442,Spoofed
-22196,-73071,-274471,-117121,50610,25443,Spoofed
-22195,-73070,-274470,-117120,50611,25444,Spoofed
-22194,-73069,-274469,-117119,50612,25445,Spoofed
-22193,-73068,-274468,-117118,50613,25446,Spoofed
-22192,-73067,-274467,-117117,50614,25447,Spoofed
-22191,-73066,-274466,-117116,50615,25448,Spoofed
-22190,-73065,-274465,-117115,50616,25449,Spoofed
-22189,-73064,-274464,-117114,50617,25450,Spoofed
-22188,-73063,-274463,-117113,50618,25451,Spoofed
-22187,-73062,-274462,-117112,50619,25452,Spoofed
-22186,-73061,-274461,-117111,50620,25453,Spoofed
-22185,-73060,-274460,-117110,50621,25454,Spoofed
-22184,-73059,-274459,-117109,50622,25455,Spoofed
-22183,-73058,-274458,-117108,50623,25456,Spoofed
-22182,-73057,-274457,-117107,50624,25457,Spoofed
-22181,-73056,-274456,-117106,50625,25458,Spoofed
-22180,-73055,-274455,-117105,50626,25459,Spoofed
-22179,-73054,-274454,-117104,50627,25460,Spoofed
-22178,-73053,-274453,-117103,50628,25461,Spoofed
-22177,-73052,-274452,-117102,50629,25462,Spoofed
-22176,-73051,-274451,-117101,50630,25463,Spoofed
-22175,-73050,-274450,-117100,50631,25464,Spoofed
-22174,-73049,-274449,-117099,50632,25465,Spoofed
-22173,-73048,-274448,-117098,50633,25466,Spoofed
-22172,-73047,-274447,-117097,50634,25467,Spoofed
-22171,-73046,-274446,-117096,50635,25468,Spoofed
-22170,-73045,-274445,-117095,50636,25469,Spoofed
-22169,-73044,-274444,-117094,50637,25470,Spoofed
-22168,-73043,-274443,-117093,50638,25471,Spoofed
-22167,-73042,-274442,-117092,50639,25472,Spoofed
-22166,-73041,-274441,-117091,50640,25473,Spoofed
-22165,-73040,-274440,-117090,50641,25474,Spoofed
-22164,-73039,-274439,-117089,50642,25475,Spoofed
-22163,-73038,-274438,-117088,50643,25476,Spoofed
-22162,-73037,-274437,-117087,50644,25477,Spoofed
-22161,-73036,-274436,-117086,50645,25478,Spoofed
-22160,-73035,-274435,-117085,50646,25479,Spoofed
-22159,-73034,-274434,-117084,50647,25480,Spoofed
-22158,-73033,-274433,-117083,50648,25481,Spoofed
-22157,-73032,-274432,-117082,50649,25482,Spoofed
-22156,-73031,-274431,-117081,50650,25483,Spoofed
-22155,-73030,-274430,-117080,50651,25484,Spoofed
-22154,-73029,-274429,-117079,50652,25485,Spoofed
-22153,-73028,-274428,-117078,50653,25486,Spoofed
-22152,-73027,-274427,-117077,50654,25487,Spoofed
-22151,-73026,-274426,-117076,50655,25488,Spoofed
-22150,-73025,-274425,-117075,50656,25489,Spoofed
-22149,-73024,-274424,-117074,50657,25490,Spoofed
-22148,-73023,-274423,-117073,50658,25491,Spoofed
-22147,-73022,-274422,-117072,50659,25492,Spoofed
-22146,-73021,-274421,-117071,50660,25493,Spoofed
-22145,-73020,-274420,-117070,50661,25494,Spoofed
-22144,-73019,-274419,-117069,50662,25495,Spoofed
-22143,-73018,-274418,-117068,50663,25496,Spoofed
-22142,-73017,-274417,-117067,50664,25497,Spoofed
-22141,-73016,-274416,-117066,50665,25498,Spoofed
-22140,-73015,-274415,-117065,50666,25499,Spoofed
-22139,-73014,-274414,-117064,50667,25500,Spoofed
-22138,-73013,-274413,-117063,50668,25501,Spoofed
-22137,-73012,-274412,-117062,50669,25502,Spoofed
-22136,-73011,-274411,-117061,50670,25503,Spoofed
-22135,-73010,-274410,-117060,50671,25504,Spoofed
-22134,-73009,-274409,-117059,50672,25505,Spoofed
-22133,-73008,-274408,-117058,50673,25506,Spoofed
-22132,-73007,-274407,-117057,50674,25507,Spoofed
-22131,-73006,-274406,-117056,50675,25508,Spoofed
-22130,-73005,-274405,-117055,50676,25509,Spoofed
-22129,-73004,-274404,-117054,50677,25510,Spoofed
-22128,-73003,-274403,-117053,50678,25511,Spoofed
-22127,-73002,-274402,-117052,50679,25512,Spoofed
-22126,-73001,-274401,-117051,50680,25513,Spoofed
-22125,-73000,-274400,-117050,50681,25514,Spoofed
-22124,-72999,-274399,-117049,50682,25515,Spoofed
-22123,-72998,-274398,-117048,50683,25516,Spoofed
-22122,-72997,-274397,-117047,50684,25517,Spoofed
-22121,-72996,-274396,-117046,50685,25518,Spoofed
-22120,-72995,-274395,-117045,50686,25519,Spoofed
-22119,-72994,-274394,-117044,50687,25520,Spoofed
-22118,-72993,-274393,-117043,50688,25521,Spoofed
-22117,-72992,-274392,-117042,50689,25522,Spoofed
-22116,-72991,-274391,-117041,50690,25523,Spoofed
-22115,-72990,-274390,-117040,50691,25524,Spoofed
-22114,-72989,-274389,-117039,50692,25525,Spoofed
-22113,-72988,-274388,-117038,50693,25526,Spoofed
-22112,-72987,-274387,-117037,50694,25527,Spoofed
-22111,-72986,-274386,-117036,50695,25528,Spoofed
-22110,-72985,-274385,-117035,50696,25529,Spoofed
-22109,-72984,-274384,-117034,50697,25530,Spoofed
-22108,-72983,-274383,-117033,50698,25531,Spoofed
-22107,-72982,-274382,-117032,50699,25532,Spoofed
-22106,-72981,-274381,-117031,50700,25533,Spoofed
-22105,-72980,-274380,-117030,50701,25534,Spoofed
-22104,-72979,-274379,-117029,50702,25535,Spoofed
-22103,-72978,-274378,-117028,50703,25536,Spoofed
-22102,-72977,-274377,-117027,50704,25537,Spoofed
-22101,-72976,-274376,-117026,50705,25538,Spoofed
-22100,-72975,-274375,-117025,50706,25539,Spoofed
-22099,-72974,-274374,-117024,50707,25540,Spoofed
-22098,-72973,-274373,-117023,50708,25541,Spoofed
-22097,-72972,-274372,-117022,50709,25542,Spoofed
-22096,-72971,-274371,-117021,50710,25543,Spoofed
-22095,-72970,-274370,-117020,50711,25544,Spoofed
-22094,-72969,-274369,-117019,50712,25545,Spoofed
-22093,-72968,-274368,-117018,50713,25546,Spoofed
-22092,-72967,-274367,-117017,50714,25547,Spoofed
-22091,-72966,-274366,-117016,50715,25548,Spoofed
-22090,-72965,-274365,-117015,50716,25549,Spoofed
