I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
41000,-81108,-33034,5383,-31517,-95608,Spoofed
41001,-81107,-33033,5384,-31516,-95607,Spoofed
41002,-81106,-33032,5385,-31515,-95606,Spoofed
41003,-81105,-33031,5386,-31514,-95605,Spoofed
41004,-81104,-33030,5387,-31513,-95604,Spoofed
41005,-81103,-33029,5388,-31512,-95603,Spoofed
41006,-81102,-33028,5389,-31511,-95602,Spoofed
41007,-81101,-33027,5390,-31510,-95601,Spoofed
41008,-81100,-33026,5391,-31509,-95600,Spoofed
41009,-81099,-33025,5392,-31508,-95599,Spoofed
41010,-81098,-33024,5393,-31507,-95598,Spoofed
41011,-81097,-33023,5394,-31506,-95597,Spoofed
41012,-81096,-33022,5395,-31505,-95596,Spoofed
41013,-81095,-33021,5396,-31504,-95595,Spoofed
41014,-81094,-33020,5397,-31503,-95594,Spoofed
41015,-81093,-33019,5398,-31502,-95593,Spoofed
41016,-81092,-33018,5399,-31501,-95592,Spoofed
41017,-81091,-33017,5400,-31500,-95591,Spoofed
41018,-81090,-33016,5401,-31499,-95590,Spoofed
41019,-81089,-33015,5402,-31498,-95589,Spoofed
41020,-81088,-33014,5403,-31497,-95588,Spoofed
41021,-81087,-33013,5404,-31496,-95587,Spoofed
41022,-81086,-33012,5405,-31495,-95586,Spoofed
41023,-81085,-33011,5406,-31494,-95585,Spoofed
41024,-81084,-33010,5407,-31493,-95584,Spoofed
41025,-81083,-33009,5408,-31492,-95583,Spoofed
41026,-81082,-33008,5409,-31491,-95582,Spoofed
41027,-81081,-33007,5410,-31490,-95581,Spoofed
41028,-81080,-33006,5411,-31489,-95580,Spoofed
41029,-81079,-33005,5412,-31488,-95579,Spoofed
41030,-81078,-33004,5413,-31487,-95578,Spoofed
41031,-81077,-33003,5414,-31486,-95577,Spoofed
41032,-81076,-33002,5415,-31485,-95576,Spoofed
41033,-81075,-33001,5416,-31484,-95575,Spoofed
41034,-81074,-33000,5417,-31483,-95574,Spoofed
41035,-81073,-32999,5418,-31482,-95573,Spoofed
41036,-81072,-32998,5419,-31481,-95572,Spoofed
41037,-81071,-32997,5420,-31480,-95571,Spoofed
41038,-81070,-32996,5421,-31479,-95570,Spoofed
41039,-81069,-32995,5422,-31478,-95569,Spoofed
41040,-81068,-32994,5423,-31477,-95568,Spoofed
41041,-81067,-32993,5424,-31476,-95567,Spoofed
41042,-81066,-32992,5425,-31475,-95566,Spoofed
41043,-81065,-32991,5426,-31474,-95565,Spoofed
41044,-81064,-32990,5427,-31473,-95564,Spoofed
41045,-81063,-32989,5428,-31472,-95563,Spoofed
41046,-81062,-32988,5429,-31471,-95562,Spoofed
41047,-81061,-32987,5430,-31470,-95561,Spoofed
41048,-81060,-32986,5431,-31469,-95560,Spoofed
41049,-81059,-32985,5432,-31468,-95559,Spoofed
41050,-81058,-32984,5433,-31467,-95558,Spoofed
41051,-81057,-32983,5434,-31466,-95557,Spoofed
41052,-81056,-32982,5435,-31465,-95556,Spoofed
41053,-81055,-32981,5436,-31464,-95555,Spoofed
41054,-81054,-32980,5437,-31463,-95554,Spoofed
41055,-81053,-32979,5438,-31462,-95553,Spoofed
41056,-81052,-32978,5439,-31461,-95552,Spoofed
41057,-81051,-32977,5440,-31460,-95551,Spoofed
41058,-81050,-32976,5441,-31459,-95550,Spoofed
41059,-81049,-32975,5442,-31458,-95549,Spoofed
41060,-81048,-32974,5443,-31457,-95548,Spoofed
41061,-81047,-32973,5444,-31456,-95547,Spoofed
41062,-81046,-32972,5445,-31455,-95546,Spoofed
41063,-81045,-32971,5446,-31454,-95545,Spoofed
41064,-81044,-32970,5447,-31453,-95544,Spoofed
41065,-81043,-32969,5448,-31452,-95543,Spoofed
41066,-81042,-32968,5449,-31451,-95542,Spoofed
41067,-81041,-32967,5450,-31450,-95541,Spoofed
41068,-81040,-32966,5451,-31449,-95540,Spoofed
41069,-81039,-32965,5452,-31448,-95539,Spoofed
41070,-81038,-32964,5453,-31447,-95538,Spoofed
41071,-81037,-32963,5454,-31446,-95537,Spoofed
41072,-81036,-32962,5455,-31445,-95536,Spoofed
41073,-81035,-32961,5456,-31444,-95535,Spoofed
41074,-81034,-32960,5457,-31443,-95534,Spoofed
41075,-81033,-32959,5458,-31442,-95533,Spoofed
41076,-81032,-32958,5459,-31441,-95532,Spoofed
41077,-81031,-32957,5460,-31440,-95531,Spoofed
41078,-81030,-32956,5461,-31439,-95530,Spoofed
41079,-81029,-32955,5462,-31438,-95529,Spoofed
41080,-81028,-32954,5463,-31437,-95528,Spoofed
41081,-81027,-32953,5464,-31436,-95527,Spoofed
41082,-81026,-32952,5465,-31435,-95526,Spoofed
41083,-81025,-32951,5466,-31434,-95525,Spoofed
41084,-81024,-32950,5467,-31433,-95524,Spoofed
41085,-81023,-32949,5468,-31432,-95523,Spoofed
41086,-81022,-32948,5469,-31431,-95522,Spoofed
41087,-81021,-32947,5470,-31430,-95521,Spoofed
41088,-81020,-32946,5471,-31429,-95520,Spoofed
41089,-81019,-32945,5472,-31428,-95519,Spoofed
41090,-81018,-32944,5473,-31427,-95518,Spoofed
41091,-81017,-32943,5474,-31426,-95517,Spoofed
41092,-81016,-32942,5475,-31425,-95516,Spoofed
41093,-81015,-32941,5476,-31424,-95515,Spoofed
41094,-81014,-32940,5477,-31423,-95514,Spoofed
41095,-81013,-32939,5478,-31422,-95513,Spoofed
41096,-81012,-32938,5479,-31421,-95512,Spoofed
41097,-81011,-32937,5480,-31420,-95511,Spoofed
41098,-81010,-32936,5481,-31419,-95510,Spoofed
41099,-81009,-32935,5482,-31418,-95509,Spoofed
41100,-81008,-32934,5483,-31417,-95508,Spoofed
41101,-81007,-32933,5484,-31416,-95507,Spoofed
41102,-81006,-32932,5485,-31415,-95506,Spoofed
41103,-81005,-32931,5486,-31414,-95505,Spoofed
41104,-81004,-32930,5487,-31413,-95504,Spoofed
41105,-81003,-32929,5488,-31412,-95503,Spoofed
41106,-81002,-32928,5489,-31411,-95502,Spoofed
41107,-81001,-32927,5490,-31410,-95501,Spoofed
41108,-81000,-32926,5491,-31409,-95500,Spoofed
41109,-80999,-32925,5492,-31408,-95499,Spoofed
41110,-80998,-32924,5493,-31407,-95498,Spoofed
41111,-80997,-32923,5494,-31406,-95497,Spoofed
41112,-80996,-32922,5495,-31405,-95496,Spoofed
41113,-80995,-32921,5496,-31404,-95495,Spoofed
41114,-80994,-32920,5497,-31403,-95494,Spoofed
41115,-80993,-32919,5498,-31402,-95493,Spoofed
41116,-80992,-32918,5499,-31401,-95492,Spoofed
41117,-80991,-32917,5500,-31400,-95491,Spoofed
41118,-80990,-32916,5501,-31399,-95490,Spoofed
41119,-80989,-32915,5502,-31398,-95489,Spoofed
41120,-80988,-32914,5503,-31397,-95488,Spoofed
41121,-80987,-32913,5504,-31396,-95487,Spoofed
41122,-80986,-32912,5505,-31395,-95486,Spoofed
41123,-80985,-32911,5506,-31394,-95485,Spoofed
41124,-80984,-32910,5507,-31393,-95484,Spoofed
41125,-80983,-32909,5508,-31392,-95483,Spoofed
41126,-80982,-32908,5509,-31391,-95482,Spoofed
41127,-80981,-32907,5510,-31390,-95481,Spoofed
41128,-80980,-32906,5511,-31389,-95480,Spoofed
41129,-80979,-32905,5512,-31388,-95479,Spoofed
41130,-80978,-32904,5513,-31387,-95478,Spoofed
41131,-80977,-32903,5514,-31386,-95477,Spoofed
41132,-80976,-32902,5515,-31385,-95476,Spoofed
41133,-80975,-32901,5516,-31384,-95475,Spoofed
41134,-80974,-32900,5517,-31383,-95474,Spoofed
41135,-80973,-32899,5518,-31382,-95473,Spoofed
41136,-80972,-32898,5519,-31381,-95472,Spoofed
41137,-80971,-32897,5520,-31380,-95471,Spoofed
41138,-80970,-32896,5521,-31379,-95470,Spoofed
41139,-80969,-32895,5522,-31378,-95469,Spoofed
41140,-80968,-32894,5523,-31377,-95468,Spoofed
41141,-80967,-32893,5524,-31376,-95467,Spoofed
41142,-80966,-32892,5525,-31375,-95466,Spoofed
41143,-80965,-32891,5526,-31374,-95465,Spoofed
41144,-80964,-32890,5527,-31373,-95464,Spoofed
41145,-80963,-32889,5528,-31372,-95463,Spoofed
41146,-80962,-32888,5529,-31371,-95462,Spoofed
41147,-80961,-32887,5530,-31370,-95461,Spoofed
41148,-80960,-32886,5531,-31369,-95460,Spoofed
41149,-80959,-32885,5532,-31368,-95459,Spoofed
41150,-80958,-32884,5533,-31367,-95458,Spoofed
41151,-80957,-32883,5534,-31366,-95457,Spoofed
41152,-80956,-32882,5535,-31365,-95456,Spoofed
41153,-80955,-32881,5536,-31364,-95455,Spoofed
41154,-80954,-32880,5537,-31363,-95454,Spoofed
41155,-80953,-32879,5538,-31362,-95453,Spoofed
41156,-80952,-32878,5539,-31361,-95452,Spoofed
41157,-80951,-32877,5540,-31360,-95451,Spoofed
41158,-80950,-32876,5541,-31359,-95450,Spoofed
41159,-80949,-32875,5542,-31358,-95449,Spoofed
41160,-80948,-32874,5543,-31357,-95448,Spoofed
41161,-80947,-32873,5544,-31356,-95447,Spoofed
41162,-80946,-32872,5545,-31355,-95446,Spoofed
41163,-80945,-32871,5546,-31354,-95445,Spoofed
41164,-80944,-32870,5547,-31353,-95444,Spoofed
41165,-80943,-32869,5548,-31352,-95443,Spoofed
41166,-80942,-32868,5549,-31351,-95442,Spoofed
41167,-80941,-32867,5550,-31350,-95441,Spoofed
41168,-80940,-32866,5551,-31349,-95440,Spoofed
41169,-80939,-32865,5552,-31348,-95439,Spoofed
41170,-80938,-32864,5553,-31347,-95438,Spoofed
41171,-80937,-32863,5554,-31346,-95437,Spoofed
41172,-80936,-32862,5555,-31345,-95436,Spoofed
41173,-80935,-32861,5556,-31344,-95435,Spoofed
41174,-80934,-32860,5557,-31343,-95434,Spoofed
41175,-80933,-32859,5558,-31342,-95433,Spoofed
41176,-80932,-32858,5559,-31341,-95432,Spoofed
41177,-80931,-32857,5560,-31340,-95431,Spoofed
41178,-80930,-32856,5561,-31339,-95430,Spoofed
41179,-80929,-32855,5562,-31338,-95429,Spoofed
41180,-80928,-32854,5563,-31337,-95428,Spoofed
41181,-80927,-32853,5564,-31336,-95427,Spoofed
41182,-80926,-32852,5565,-31335,-95426,Spoofed
41183,-80925,-32851,5566,-31334,-95425,Spoofed
41184,-80924,-32850,5567,-31333,-95424,Spoofed
41185,-80923,-32849,5568,-31332,-95423,Spoofed
41186,-80922,-32848,5569,-31331,-95422,Spoofed
41187,-80921,-32847,5570,-31330,-95421,Spoofed
41188,-80920,-32846,5571,-31329,-95420,Spoofed
41189,-80919,-32845,5572,-31328,-95419,Spoofed
41190,-80918,-32844,5573,-31327,-95418,Spoofed
41191,-80917,-32843,5574,-31326,-95417,Spoofed
41192,-80916,-32842,5575,-31325,-95416,Spoofed
41193,-80915,-32841,5576,-31324,-95415,Spoofed
41194,-80914,-32840,5577,-31323,-95414,Spoofed
41195,-80913,-32839,5578,-31322,-95413,Spoofed
41196,-80912,-32838,5579,-31321,-95412,Spoofed
41197,-80911,-32837,5580,-31320,-95411,Spoofed
41198,-80910,-32836,5581,-31319,-95410,Spoofed
41199,-80909,-32835,5582,-31318,-95409,Spoofed
41200,-80908,-32834,5583,-31317,-95408,Spoofed
41201,-80907,-32833,5584,-31316,-95407,Spoofed
41202,-80906,-32832,5585,-31315,-95406,Spoofed
41203,-80905,-32831,5586,-31314,-95405,Spoofed
41204,-80904,-32830,5587,-31313,-95404,Spoofed
41205,-80903,-32829,5588,-31312,-95403,Spoofed
41206,-80902,-32828,5589,-31311,-95402,Spoofed
41207,-80901,-32827,5590,-31310,-95401,Spoofed
41208,-80900,-32826,5591,-31309,-95400,Spoofed
41209,-80899,-32825,5592,-31308,-95399,Spoofed
41210,-80898,-32824,5593,-31307,-95398,Spoofed
41211,-80897,-32823,5594,-31306,-95397,Spoofed
41212,-80896,-32822,5595,-31305,-95396,Spoofed
41213,-80895,-32821,5596,-31304,-95395,Spoofed
41214,-80894,-32820,5597,-31303,-95394,Spoofed
41215,-80893,-32819,5598,-31302,-95393,Spoofed
41216,-80892,-32818,5599,-31301,-95392,Spoofed
41217,-80891,-32817,5600,-31300,-95391,Spoofed
41218,-80890,-32816,5601,-31299,-95390,Spoofed
41219,-80889,-32815,5602,-31298,-95389,Spoofed
41220,-80888,-32814,5603,-31297,-95388,Spoofed
41221,-80887,-32813,5604,-31296,-95387,Spoofed
41222,-80886,-32812,5605,-31295,-95386,Spoofed
41223,-80885,-32811,5606,-31294,-95385,Spoofed
41224,-80884,-32810,5607,-31293,-95384,Spoofed
41225,-80883,-32809,5608,-31292,-95383,Spoofed
41226,-80882,-32808,5609,-31291,-95382,Spoofed
41227,-80881,-32807,5610,-31290,-95381,Spoofed
41228,-80880,-32806,5611,-31289,-95380,Spoofed
41229,-80879,-32805,5612,-31288,-95379,Spoofed
41230,-80878,-32804,5613,-31287,-95378,Spoofed
41231,-80877,-32803,5614,-31286,-95377,Spoofed
41232,-80876,-32802,5615,-31285,-95376,Spoofed
41233,-80875,-32801,5616,-31284,-95375,Spoofed
41234,-80874,-32800,5617,-31283,-95374,Spoofed
41235,-80873,-32799,5618,-31282,-95373,Spoofed
41236,-80872,-32798,5619,-31281,-95372,Spoofed
41237,-80871,-32797,5620,-31280,-95371,Spoofed
41238,-80870,-32796,5621,-31279,-95370,Spoofed
41239,-80869,-32795,5622,-31278,-95369,Spoofed
41240,-80868,-32794,5623,-31277,-95368,Spoofed
41241,-80867,-32793,5624,-31276,-95367,Spoofed
41242,-80866,-32792,5625,-31275,-95366,Spoofed
41243,-80865,-32791,5626,-31274,-95365,Spoofed
41244,-80864,-32790,5627,-31273,-95364,Spoofed
41245,-80863,-32789,5628,-31272,-95363,Spoofed
41246,-80862,-32788,5629,-31271,-95362,Spoofed
41247,-80861,-32787,5630,-31270,-95361,Spoofed
41248,-80860,-32786,5631,-31269,-95360,Spoofed
41249,-80859,-32785,5632,-31268,-95359,Spoofed
41250,-80858,-32784,5633,-31267,-95358,Spoofed
41251,-80857,-32783,5634,-31266,-95357,Spoofed
41252,-80856,-32782,5635,-31265,-95356,Spoofed
41253,-80855,-32781,5636,-31264,-95355,Spoofed
41254,-80854,-32780,5637,-31263,-95354,Spoofed
41255,-80853,-32779,5638,-31262,-95353,Spoofed
41256,-80852,-32778,5639,-31261,-95352,Spoofed
41257,-80851,-32777,5640,-31260,-95351,Spoofed
41258,-80850,-32776,5641,-31259,-95350,Spoofed
41259,-80849,-32775,5642,-31258,-95349,Spoofed
41260,-80848,-32774,5643,-31257,-95348,Spoofed
41261,-80847,-32773,5644,-31256,-95347,Spoofed
41262,-80846,-32772,5645,-31255,-95346,Spoofed
41263,-80845,-32771,5646,-31254,-95345,Spoofed
41264,-80844,-32770,5647,-31253,-95344,Spoofed
41265,-80843,-32769,5648,-31252,-95343,Spoofed
41266,-80842,-32768,5649,-31251,-95342,Spoofed
41267,-80841,-32767,5650,-31250,-95341,Spoofed
41268,-80840,-32766,5651,-31249,-95340,Spoofed
41269,-80839,-32765,5652,-31248,-95339,Spoofed
41270,-80838,-32764,5653,-31247,-95338,Spoofed
41271,-80837,-32763,5654,-31246,-95337,Spoofed
41272,-80836,-32762,5655,-31245,-95336,Spoofed
41273,-80835,-32761,5656,-31244,-95335,Spoofed
41274,-80834,-32760,5657,-31243,-95334,Spoofed
41275,-80833,-32759,5658,-31242,-95333,Spoofed
41276,-80832,-32758,5659,-31241,-95332,Spoofed
41277,-80831,-32757,5660,-31240,-95331,Spoofed
41278,-80830,-32756,5661,-31239,-95330,Spoofed
41279,-80829,-32755,5662,-31238,-95329,Spoofed
41280,-80828,-32754,5663,-31237,-95328,Spoofed
41281,-80827,-32753,5664,-31236,-95327,Spoofed
41282,-80826,-32752,5665,-31235,-95326,Spoofed
41283,-80825,-32751,5666,-31234,-95325,Spoofed
41284,-80824,-32750,5667,-31233,-95324,Spoofed
41285,-80823,-32749,5668,-31232,-95323,Spoofed
41286,-80822,-32748,5669,-31231,-95322,Spoofed
41287,-80821,-32747,5670,-31230,-95321,Spoofed
41288,-80820,-32746,5671,-31229,-95320,Spoofed
41289,-80819,-32745,5672,-31228,-95319,Spoofed
41290,-80818,-32744,5673,-31227,-95318,Spoofed
41291,-80817,-32743,5674,-31226,-95317,Spoofed
41292,-80816,-32742,5675,-31225,-95316,Spoofed
41293,-80815,-32741,5676,-31224,-95315,Spoofed
41294,-80814,-32740,5677,-31223,-95314,Spoofed
41295,-80813,-32739,5678,-31222,-95313,Spoofed
41296,-80812,-32738,5679,-31221,-95312,Spoofed
41297,-80811,-32737,5680,-31220,-95311,Spoofed
41298,-80810,-32736,5681,-31219,-95310,Spoofed
41299,-80809,-32735,5682,-31218,-95309,Spoofed
41300,-80808,-32734,5683,-31217,-95308,Spoofed
41301,-80807,-32733,5684,-31216,-95307,Spoofed
41302,-80806,-32732,5685,-31215,-95306,Spoofed
41303,-80805,-32731,5686,-31214,-95305,Spoofed
41304,-80804,-32730,5687,-31213,-95304,Spoofed
41305,-80803,-32729,5688,-31212,-95303,Spoofed
41306,-80802,-32728,5689,-31211,-95302,Spoofed
41307,-80801,-32727,5690,-31210,-95301,Spoofed
41308,-80800,-32726,5691,-31209,-95300,Spoofed
41309,-80799,-32725,5692,-31208,-95299,Spoofed
41310,-80798,-32724,5693,-31207,-95298,Spoofed
41311,-80797,-32723,5694,-31206,-95297,Spoofed
41312,-80796,-32722,5695,-31205,-95296,Spoofed
41313,-80795,-32721,5696,-31204,-95295,Spoofed
41314,-80794,-32720,5697,-31203,-95294,Spoofed
41315,-80793,-32719,5698,-31202,-95293,Spoofed
41316,-80792,-32718,5699,-31201,-95292,Spoofed
41317,-80791,-32717,5700,-31200,-95291,Spoofed
41318,-80790,-32716,5701,-31199,-95290,Spoofed
41319,-80789,-32715,5702,-31198,-95289,Spoofed
41320,-80788,-32714,5703,-31197,-95288,Spoofed
41321,-80787,-32713,5704,-31196,-95287,Spoofed
41322,-80786,-32712,5705,-31195,-95286,Spoofed
41323,-80785,-32711,5706,-31194,-95285,Spoofed
41324,-80784,-32710,5707,-31193,-95284,Spoofed
41325,-80783,-32709,5708,-31192,-95283,Spoofed
41326,-80782,-32708,5709,-31191,-95282,Spoofed
41327,-80781,-32707,5710,-31190,-95281,Spoofed
41328,-80780,-32706,5711,-31189,-95280,Spoofed
41329,-80779,-32705,5712,-31188,-95279,Spoofed
41330,-80778,-32704,5713,-31187,-95278,Spoofed
41331,-80777,-32703,5714,-31186,-95277,Spoofed
41332,-80776,-32702,5715,-31185,-95276,Spoofed
41333,-80775,-32701,5716,-31184,-95275,Spoofed
41334,-80774,-32700,5717,-31183,-95274,Spoofed
41335,-80773,-32699,5718,-31182,-95273,Spoofed
41336,-80772,-32698,5719,-31181,-95272,Spoofed
41337,-80771,-32697,5720,-31180,-95271,Spoofed
41338,-80770,-32696,5721,-31179,-95270,Spoofed
41339,-80769,-32695,5722,-31178,-95269,Spoofed
41340,-80768,-32694,5723,-31177,-95268,Spoofed
41341,-80767,-32693,5724,-31176,-95267,Spoofed
41342,-80766,-32692,5725,-31175,-95266,Spoofed
41343,-80765,-32691,5726,-31174,-95265,Spoofed
41344,-80764,-32690,5727,-31173,-95264,Spoofed
41345,-80763,-32689,5728,-31172,-95263,Spoofed
41346,-80762,-32688,5729,-31171,-95262,Spoofed
41347,-80761,-32687,5730,-31170,-95261,Spoofed
41348,-80760,-32686,5731,-31169,-95260,Spoofed
41349,-80759,-32685,5732,-31168,-95259,Spoofed
41350,-80758,-32684,5733,-31167,-95258,Spoofed
41351,-80757,-32683,5734,-31166,-95257,Spoofed
41352,-80756,-32682,5735,-31165,-95256,Spoofed
41353,-80755,-32681,5736,-31164,-95255,Spoofed
41354,-80754,-32680,5737,-31163,-95254,Spoofed
41355,-80753,-32679,5738,-31162,-95253,Spoofed
41356,-80752,-32678,5739,-31161,-95252,Spoofed
41357,-80751,-32677,5740,-31160,-95251,Spoofed
41358,-80750,-32676,5741,-31159,-95250,Spoofed
41359,-80749,-32675,5742,-31158,-95249,Spoofed
41360,-80748,-32674,5743,-31157,-95248,Spoofed
41361,-80747,-32673,5744,-31156,-95247,Spoofed
41362,-80746,-32672,5745,-31155,-95246,Spoofed
41363,-80745,-32671,5746,-31154,-95245,Spoofed
41364,-80744,-32670,5747,-31153,-95244,Spoofed
41365,-80743,-32669,5748,-31152,-95243,Spoofed
41366,-80742,-32668,5749,-31151,-95242,Spoofed
41367,-80741,-32667,5750,-31150,-95241,Spoofed
41368,-80740,-32666,5751,-31149,-95240,Spoofed
41369,-80739,-32665,5752,-31148,-95239,Spoofed
41370,-80738,-32664,5753,-31147,-95238,Spoofed
41371,-80737,-32663,5754,-31146,-95237,Spoofed
41372,-80736,-32662,5755,-31145,-95236,Spoofed
41373,-80735,-32661,5756,-31144,-95235,Spoofed
41374,-80734,-32660,5757,-31143,-95234,Spoofed
41375,-80733,-32659,5758,-31142,-95233,Spoofed
41376,-80732,-32658,5759,-31141,-95232,Spoofed
41377,-80731,-32657,5760,-31140,-95231,Spoofed
41378,-80730,-32656,5761,-31139,-95230,Spoofed
41379,-80729,-32655,5762,-31138,-95229,Spoofed
41380,-80728,-32654,5763,-31137,-95228,Spoofed
41381,-80727,-32653,5764,-31136,-95227,Spoofed
41382,-80726,-32652,5765,-31135,-95226,Spoofed
41383,-80725,-32651,5766,-31134,-95225,Spoofed
41384,-80724,-32650,5767,-31133,-95224,Spoofed
41385,-80723,-32649,5768,-31132,-95223,Spoofed
41386,-80722,-32648,5769,-31131,-95222,Spoofed
41387,-80721,-32647,5770,-31130,-95221,Spoofed
41388,-80720,-32646,5771,-31129,-95220,Spoofed
41389,-80719,-32645,5772,-31128,-95219,Spoofed
41390,-80718,-32644,5773,-31127,-95218,Spoofed
41391,-80717,-32643,5774,-31126,-95217,Spoofed
41392,-80716,-32642,5775,-31125,-95216,Spoofed
41393,-80715,-32641,5776,-31124,-95215,Spoofed
41394,-80714,-32640,5777,-31123,-95214,Spoofed
41395,-80713,-32639,5778,-31122,-95213,Spoofed
41396,-80712,-32638,5779,-31121,-95212,Spoofed
41397,-80711,-32637,5780,-31120,-95211,Spoofed
41398,-80710,-32636,5781,-31119,-95210,Spoofed
41399,-80709,-32635,5782,-31118,-95209,Spoofed
41400,-80708,-32634,5783,-31117,-95208,Spoofed
41401,-80707,-32633,5784,-31116,-95207,Spoofed
41402,-80706,-32632,5785,-31115,-95206,Spoofed
41403,-80705,-32631,5786,-31114,-95205,Spoofed
41404,-80704,-32630,5787,-31113,-95204,Spoofed
41405,-80703,-32629,5788,-31112,-95203,Spoofed
41406,-80702,-32628,5789,-31111,-95202,Spoofed
41407,-80701,-32627,5790,-31110,-95201,Spoofed
41408,-80700,-32626,5791,-31109,-95200,Spoofed
41409,-80699,-32625,5792,-31108,-95199,Spoofed
41410,-80698,-32624,5793,-31107,-95198,Spoofed
41411,-80697,-32623,5794,-31106,-95197,Spoofed
41412,-80696,-32622,5795,-31105,-95196,Spoofed
41413,-80695,-32621,5796,-31104,-95195,Spoofed
41414,-80694,-32620,5797,-31103,-95194,Spoofed
41415,-80693,-32619,5798,-31102,-95193,Spoofed
41416,-80692,-32618,5799,-31101,-95192,Spoofed
41417,-80691,-32617,5800,-31100,-95191,Spoofed
41418,-80690,-32616,5801,-31099,-95190,Spoofed
41419,-80689,-32615,5802,-31098,-95189,Spoofed
41420,-80688,-32614,5803,-31097,-95188,Spoofed
41421,-80687,-32613,5804,-31096,-95187,Spoofed
41422,-80686,-32612,5805,-31095,-95186,Spoofed
41423,-80685,-32611,5806,-31094,-95185,Spoofed
41424,-80684,-32610,5807,-31093,-95184,Spoofed
41425,-80683,-32609,5808,-31092,-95183,Spoofed
41426,-80682,-32608,5809,-31091,-95182,Spoofed
41427,-80681,-32607,5810,-31090,-95181,Spoofed
41428,-80680,-32606,5811,-31089,-95180,Spoofed
41429,-80679,-32605,5812,-31088,-95179,Spoofed
41430,-80678,-32604,5813,-31087,-95178,Spoofed
41431,-80677,-32603,5814,-31086,-95177,Spoofed
41432,-80676,-32602,5815,-31085,-95176,Spoofed
41433,-80675,-32601,5816,-31084,-95175,Spoofed
41434,-80674,-32600,5817,-31083,-95174,Spoofed
41435,-80673,-32599,5818,-31082,-95173,Spoofed
41436,-80672,-32598,5819,-31081,-95172,Spoofed
41437,-80671,-32597,5820,-31080,-95171,Spoofed
41438,-80670,-32596,5821,-31079,-95170,Spoofed
41439,-80669,-32595,5822,-31078,-95169,Spoofed
41440,-80668,-32594,5823,-31077,-95168,Spoofed
41441,-80667,-32593,5824,-31076,-95167,Spoofed
41442,-80666,-32592,5825,-31075,-95166,Spoofed
41443,-80665,-32591,5826,-31074,-95165,Spoofed
41444,-80664,-32590,5827,-31073,-95164,Spoofed
41445,-80663,-32589,5828,-31072,-95163,Spoofed
41446,-80662,-32588,5829,-31071,-95162,Spoofed
41447,-80661,-32587,5830,-31070,-95161,Spoofed
41448,-80660,-32586,5831,-31069,-95160,Spoofed
41449,-80659,-32585,5832,-31068,-95159,Spoofed
41450,-80658,-32584,5833,-31067,-95158,Spoofed
41451,-80657,-32583,5834,-31066,-95157,Spoofed
41452,-80656,-32582,5835,-31065,-95156,Spoofed
41453,-80655,-32581,5836,-31064,-95155,Spoofed
41454,-80654,-32580,5837,-31063,-95154,Spoofed
41455,-80653,-32579,5838,-31062,-95153,Spoofed
41456,-80652,-32578,5839,-31061,-95152,Spoofed
41457,-80651,-32577,5840,-31060,-95151,Spoofed
41458,-80650,-32576,5841,-31059,-95150,Spoofed
41459,-80649,-32575,5842,-31058,-95149,Spoofed
41460,-80648,-32574,5843,-31057,-95148,Spoofed
41461,-80647,-32573,5844,-31056,-95147,Spoofed
41462,-80646,-32572,5845,-31055,-95146,Spoofed
41463,-80645,-32571,5846,-31054,-95145,Spoofed
41464,-80644,-32570,5847,-31053,-95144,Spoofed
41465,-80643,-32569,5848,-31052,-95143,Spoofed
41466,-80642,-32568,5849,-31051,-95142,Spoofed
41467,-80641,-32567,5850,-31050,-95141,Spoofed
41468,-80640,-32566,5851,-31049,-95140,Spoofed
41469,-80639,-32565,5852,-31048,-95139,Spoofed
41470,-80638,-32564,5853,-31047,-95138,Spoofed
41471,-80637,-32563,5854,-31046,-95137,Spoofed
41472,-80636,-32562,5855,-31045,-95136,Spoofed
41473,-80635,-32561,5856,-31044,-95135,Spoofed
41474,-80634,-32560,5857,-31043,-95134,Spoofed
41475,-80633,-32559,5858,-31042,-95133,Spoofed
41476,-80632,-32558,5859,-31041,-95132,Spoofed
41477,-80631,-32557,5860,-31040,-95131,Spoofed
41478,-80630,-32556,5861,-31039,-95130,Spoofed
41479,-80629,-32555,5862,-31038,-95129,Spoofed
41480,-80628,-32554,5863,-31037,-95128,Spoofed
41481,-80627,-32553,5864,-31036,-95127,Spoofed
41482,-80626,-32552,5865,-31035,-95126,Spoofed
41483,-80625,-32551,5866,-31034,-95125,Spoofed
41484,-80624,-32550,5867,-31033,-95124,Spoofed
41485,-80623,-32549,5868,-31032,-95123,Spoofed
41486,-80622,-32548,5869,-31031,-95122,Spoofed
41487,-80621,-32547,5870,-31030,-95121,Spoofed
41488,-80620,-32546,5871,-31029,-95120,Spoofed
41489,-80619,-32545,5872,-31028,-95119,Spoofed
41490,-80618,-32544,5873,-31027,-95118,Spoofed
41491,-80617,-32543,5874,-31026,-95117,Spoofed
41492,-80616,-32542,5875,-31025,-95116,Spoofed
41493,-80615,-32541,5876,-31024,-95115,Spoofed
41494,-80614,-32540,5877,-31023,-95114,Spoofed
41495,-80613,-32539,5878,-31022,-95113,Spoofed
41496,-80612,-32538,5879,-31021,-95112,Spoofed
41497,-80611,-32537,5880,-31020,-95111,Spoofed
